task id,Table PNG,Table Rendering,Dataset Number,Topic,Condition,Repetition,Task
4,DS5_cereal_color1.png,Protein,J,60 56 53,"In the 'Protein' column, give the row names of the cereals with the highest 3 values in descending order ",Natural Bran-Golden Crisp-Wonderful Chex,7 23 18
4,DS6_cereal_color2.png,Fat,K,75 73 71,"In the 'Fat' column, give the row names of the cereals with the highest 3 values in descending order ",Grape Flakes-Count Chocula-Golden Crisp,16 10 19
4,DS7_cereal_color3.png,Caramel,H,98 84 80,"In the 'Caramel' column, give the row names of the candys with the highest 3 values in descending order ",Lemon Head-Junior Mints-Gob Stopper,30 9 11
4,DS8_cereal_color4.png,Price,K,75 73 71,"In the 'Price' column, give the row names of the candys with the highest 3 values in descending order ",Now Later-Milk Duds-Crunch Time,31 8 26
4,DS9_candy_bar1.png,Rating,L,75 73 71,"In the 'Rating' column, give the row names of the candys with the highest 3 values in descending order ",Milk Duds-Air Heads-Caramel Apple,27 12 28
4,DS10_candy_bar2.png,Almond,J,98 97 95,"In the 'Almond' column, give the row names of the candys with the highest 3 values in descending order ",Reese Pieces-Cheese Bears-Berry Chews,30 19 16
4,DS11_candy_bar3.png,Roger Ebert,I,71 70 68,"In the 'Roger Ebert' column, give the row names of the movies with the highest 3 values in descending order ",End Tour-Black White-My Dreams,21 16 17
4,DS12_candy_bar4.png,Fandango,K,75 73 71,"In the 'Fandango' column, give the row names of the movies with the highest 3 values in descending order ",Black Sea-Water Diviner-Hunting Ground,5 21 20
4,DS13_movie_zebra1.png,RottenTomatoes,H,98 84 80,"In the 'RottenTomatoes' column, give the row names of the movies with the highest 3 values in descending order ",Crazy Adventure-Fantastic Four-Black Sea,10 9 20
4,DS14_movie_zebra2.png,Naver,J,71 70 68,"In the 'Naver' column, give the row names of the movies with the highest 3 values in descending order ",Wild Tales-Teenage Girl -My Dreams,18 6 10
4,DS15_movie_zebra3.png,Completed,D,nan,"In the 'Completed' column, calculate a rough estimate of the average value",28.89655172413793,D
4,DS16_movie_zebra4.png,Ranked,F,nan,"In the 'Ranked' column, calculate a rough estimate of the average value",62.37931034482759,F
5,DS1_anime_plain1.png,Completed,E,nan,"In the 'Completed' column, calculate a rough estimate of the average value",37.86206896551724,E
5,DS2_anime_plain2.png,Members,G,nan,"In the 'Members' column, calculate a rough estimate of the average value",47.6551724137931,G
5,DS3_anime_plain3.png,35,3,anime,plain,3,Retrieve Value
5,DS4_anime_plain4.png,36,4,anime,plain,4,Retrieve Value
5,DS5_cereal_color1.png,5,5,cereal,color,1,Retrieve Value
5,DS6_cereal_color2.png,6,6,cereal,color,2,Retrieve Value
5,DS7_cereal_color3.png,7,7,cereal,color,3,Retrieve Value
5,DS8_cereal_color4.png,8,8,cereal,color,4,Retrieve Value
5,DS9_candy_bar1.png,57,9,candy,bar,1,Retrieve Value
5,DS10_candy_bar2.png,58,10,candy,bar,2,Retrieve Value
5,DS11_candy_bar3.png,59,11,candy,bar,3,Retrieve Value
5,DS12_candy_bar4.png,60,12,candy,bar,4,Retrieve Value
5,DS13_movie_zebra1.png,29,13,movie,zebra,1,Retrieve Value
5,DS14_movie_zebra2.png,30,14,movie,zebra,2,Retrieve Value
5,DS15_movie_zebra3.png,31,15,movie,zebra,3,Retrieve Value
5,DS16_movie_zebra4.png,32,16,movie,zebra,4,Retrieve Value
