task id,Table PNG,Table Rendering,Dataset Number,Topic,Condition,Repetition,Task,1Header, 1Column,1Par 1,1Prompt ,1Answer,1Answer Column / Row,2Header,2Column,2Par 1,2Prompt , 2Answer, 2Answer Column / Row
1.0,DS13_movie_color1.png,13.0,13.0,movie,color,1.0,Filter,Metacritic,H,70.0,"In the 'Metacritic' column, count how many cells exceed the value of '70' ",5.0,H,Naver,C,0.9922747576934072,Determine which of the last 5 columns is most positively correalated with the first column named 'Naver' ,Roger Ebert,I
1.0,DS14_movie_color2.png,14.0,14.0,movie,color,2.0,Filter,Netflix,I,76.0,"In the 'Netflix' column, count how many cells exceed the value of '76' ",8.0,I,MrQE,C,0.9994148327618346,Determine which of the last 5 columns is most positively correalated with the first column named 'MrQE' ,Netflix,L
1.0,DS15_movie_color3.png,15.0,15.0,movie,color,3.0,Filter,Fandango,J,54.0,"In the 'Fandango' column, count how many cells exceed the value of '54' ",7.0,J,RottenTomatoes,C,0.9994148327618346,Determine which of the last 5 columns is most positively correalated with the first column named 'RottenTomatoes' ,Netflix,k
1.0,DS16_movie_color4.png,16.0,16.0,movie,color,4.0,Filter,Naver,G,57.0,"In the 'Naver' column, count how many cells exceed the value of '57' ",6.0,G,IMDB,C,0.9922747576934068,Determine which of the last 5 columns is most positively correalated with the first column named 'IMDB' ,Fandango,J
2.0,DS1_anime_zebra1.png,17.0,1.0,anime,zebra,1.0,Correlation,On-Hold,J,80.0,"In the 'On-Hold' column, count how many cells exceed the value of '80' ",7.0,J,Completed,L,60 56 53,"In the 'Completed' column, give the row names of the animes with the highest 3 values in descending order ",Hungry Heart-Fighting Animal-Trinity Blood,13 18 27
,,,,,,,,,,,,,,Favorites,I,88 86 83,"In the 'Favorites' column, give the row names of the animes with the highest 3 values in descending order ",Cursing Notebook-Fourth Stage-Hungry Heart,5 18 6
,,,,,,,,,,,,,,Episodes,J,75 73 71,"In the 'Episodes' column, give the row names of the animes with the highest 3 values in descending order ",Fighting Animal-Legendary Forks-First Stage,5 10 11
,,,,,,,,,,,,,,Score,K,74 73 70,"In the 'Score' column, give the row names of the animes with the highest 3 values in descending order ",Helping Alice-Neon Genesis-Queen Kingdom,6 24 22
,,,,,,,,,,,,,,Carbo,H,88 86 83,"In the 'Carbo' column, give the row names of the cereals with the highest 3 values in descending order ",Oatmeal Crisp-Wheat Cream-Grape Flakes,5 19 20
,,,,,,,,,,,,,,Potassium,I,71 70 68,"In the 'Potassium' column, give the row names of the cereals with the highest 3 values in descending order ",Corn Favorite-Frosted Flakes-Natural Bran,22 3 7
,,,,,,,,,,,,,,Score,J,60 56 53,"In the 'Score' column, give the row names of the cereals with the highest 3 values in descending order ",Count Chocula-Wonderful Chex-Almond Delight,7 23 18
,,,,,,,,,,,,,,Vitamins,K,75 73 71,"In the 'Vitamins' column, give the row names of the cereals with the highest 3 values in descending order ",Froot Loops-Count Chocula-Bran Chex,16 10 19
,,,,,,,,,,,,,,Caramel,H,98 84 80,"In the 'Caramel' column, give the row names of the candys with the highest 3 values in descending order ",Lemon Head-Junior Mints-Gob Stopper,30 9 11
,,,,,,,,,,,,,,Price,K,75 73 71,"In the 'Price' column, give the row names of the candys with the highest 3 values in descending order ",Now Later-Milk Duds-Crunch Time,31 8 26
,,,,,,,,,,,,,,Rating,L,75 73 71,"In the 'Rating' column, give the row names of the candys with the highest 3 values in descending order ",Milk Duds-Air Heads-Caramel Apple,27 12 28
,,,,,,,,,,,,,,Almond,J,98 97 95,"In the 'Almond' column, give the row names of the candys with the highest 3 values in descending order ",Reese Pieces-Cheese Bears-Berry Chews,30 19 16
,,,,,,,,,,,,,,Naver,I,71 70 68,"In the 'Naver' column, give the row names of the movies with the highest 3 values in descending order ",Welcome Home-Saint Laurent-Red Army,21 16 17
,,,,,,,,,,,,,,Film Comment,K,75 73 71,"In the 'Film Comment' column, give the row names of the movies with the highest 3 values in descending order ",About Elly-Love Mercy-Welcome Home,5 21 20
,,,,,,,,,,,,,,PluggedIn,H,98 84 80,"In the 'PluggedIn' column, give the row names of the movies with the highest 3 values in descending order ",Tomorrow land-Black Sea-South Paw,10 9 20
,,,,,,,,,,,,,,Netflix,J,71 70 68,"In the 'Netflix' column, give the row names of the movies with the highest 3 values in descending order ",Welcome Home-Saint Laurent-Red Army,18 6 10
,,,,,,,,,,,,,,Episodes,D,,"In the 'Episodes' column, calculate a rough estimate of the average value",28.89655172413793,D
,,,,,,,,,,,,,,Members,F,,"In the 'Members' column, calculate a rough estimate of the average value",62.37931034482759,F
,,,,,,,,,,,,,,Completed,E,,"In the 'Completed' column, calculate a rough estimate of the average value",37.86206896551724,E
,,,,,,,,,,,,,,Members,G,,"In the 'Members' column, calculate a rough estimate of the average value",47.6551724137931,G
,,,,,,,,,,,,,,Sugars,F,,"In the 'Sugars' column, calculate a rough estimate of the average value",56.93103448275862,F
,,,,,,,,,,,,,,Score,E,,"In the 'Score' column, calculate a rough estimate of the average value",42.10344827586207,E
,,,,,,,,,,,,,,Vitamins,D,,"In the 'Vitamins' column, calculate a rough estimate of the average value",35.62068965517241,D
,,,,,,,,,,,,,,Potassium,E,,"In the 'Potassium' column, calculate a rough estimate of the average value",52.310344827586206,E
,,,,,,,,,,,,,,Chocolate,G,,"In the 'Chocolate' column, calculate a rough estimate of the average value",37.86206896551724,G
,,,,,,,,,,,,,,Nougat,D,,"In the 'Nougat' column, calculate a rough estimate of the average value",35.62068965517241,D
,,,,,,,,,,,,,,Fruity,F,,"In the 'Fruity' column, calculate a rough estimate of the average value",50.241379310344826,F
,,,,,,,,,,,,,,SugarPercent,G,,"In the 'SugarPercent' column, calculate a rough estimate of the average value",37.86206896551724,G
,,,,,,,,,,,,,,Fandango,E,,"In the 'Fandango' column, calculate a rough estimate of the average value",52.310344827586206,E
,,,,,,,,,,,,,,MrQE,G,,"In the 'MrQE' column, calculate a rough estimate of the average value",37.86206896551724,G
,,,,,,,,,,,,,,RottenTomatoes,F,,"In the 'RottenTomatoes' column, calculate a rough estimate of the average value",50.241379310344826,F
,,,,,,,,,,,,,,IMDB,E,,"In the 'IMDB' column, calculate a rough estimate of the average value",52.310344827586206,E
,,,,,,,,,,,,,,Popularity,G,15,"In the 'Popularity' column, find the  with a value equal to '15' ",Attacking Titan,16
,,,,,,,,,,,,,,On-Hold,H,26,"In the 'On-Hold' column, find the  with a value equal to '26' ",Helping Alice,20
,,,,,,,,,,,,,,Watching,I,17,"In the 'Watching' column, find the  with a value equal to '17' ",Beating Music,16
,,,,,,,,,,,,,,On-Hold,J,12,"In the 'On-Hold' column, find the  with a value equal to '12' ",Fafnar Weapon,18
,,,,,,,,,,,,,,Sodium,K,51,"In the 'Sodium' column, find the  with a value equal to '51' ",Bran Chex,17
,,,,,,,,,,,,,,Carbo,H,32,"In the 'Carbo' column, find the  with a value equal to '32' ",Double Chex,19
,,,,,,,,,,,,,,Protein,I,83,"In the 'Protein' column, find the  with a value equal to '83' ",Smile Maker,17
,,,,,,,,,,,,,,Vitamins,K,26,"In the 'Vitamins' column, find the  with a value equal to '26' ",Frosted Flakes,20
,,,,,,,,,,,,,,Pluribus,J,32,"In the 'Pluribus' column, find the  with a value equal to '32' ",Pixie Sticks,19
,,,,,,,,,,,,,,Price,K,68,"In the 'Price' column, find the  with a value equal to '68' ",Hersheys Kisses,17
,,,,,,,,,,,,,,Rating,L,26,"In the 'Rating' column, find the  with a value equal to '26' ",Fruit Chews,11
,,,,,,,,,,,,,,Rating,K,15,"In the 'Rating' column, find the  with a value equal to '15' ",Quarter World,15
,,,,,,,,,,,,,,PluggedIn,J,67,"In the 'PluggedIn' column, find the  with a value equal to '67' ",Running Night,20
,,,,,,,,,,,,,,Netflix,I,79,"In the 'Netflix' column, find the  with a value equal to '79' ",End Tour,18
,,,,,,,,,,,,,,Naver,L,73,"In the 'Naver' column, find the  with a value equal to '73' ",Love Mercy,19
,,,,,,,,,,,,,,Hulu,K,31,"In the 'Hulu' column, find the  with a value equal to '31' ",Ricki Flash,17
