task id,Table PNG,Table Rendering,Dataset Number,Topic,Condition,Repetition,Task,1Header, 1Column,1Par 1,1Prompt ,1Answer,1Answer Column / Row
4,DS6_cereal_color2.png,6,6,cereal,color,2,Estimate Average,Calories,E,,"In the 'Calories' column, calculate a rough estimate of the average value",52.310344827586206,E
4,DS7_cereal_color3.png,7,7,cereal,color,3,Estimate Average,Caramel,G,,"In the 'Caramel' column, calculate a rough estimate of the average value",37.86206896551724,G
4,DS8_cereal_color4.png,8,8,cereal,color,4,Estimate Average,Almond,D,,"In the 'Almond' column, calculate a rough estimate of the average value",35.62068965517241,D
4,DS9_candy_plain1.png,41,9,candy,plain,1,Estimate Average,Caramel,F,,"In the 'Caramel' column, calculate a rough estimate of the average value",50.241379310344826,F
4,DS10_candy_plain2.png,42,10,candy,plain,2,Estimate Average,Fruity,G,,"In the 'Fruity' column, calculate a rough estimate of the average value",37.86206896551724,G
4,DS11_candy_plain3.png,43,11,candy,plain,3,Estimate Average,MrQE,E,,"In the 'MrQE' column, calculate a rough estimate of the average value",52.310344827586206,E
4,DS12_candy_plain4.png,44,12,candy,plain,4,Estimate Average,IMDB,G,,"In the 'IMDB' column, calculate a rough estimate of the average value",37.86206896551724,G
4,DS13_movie_zebra1.png,29,13,movie,zebra,1,Estimate Average,Netflix,F,,"In the 'Netflix' column, calculate a rough estimate of the average value",50.241379310344826,F
4,DS14_movie_zebra2.png,30,14,movie,zebra,2,Estimate Average,Roger Ebert,E,,"In the 'Roger Ebert' column, calculate a rough estimate of the average value",52.310344827586206,E
4,DS15_movie_zebra3.png,31,15,movie,zebra,3,Estimate Average,Ranked,G,15,"In the 'Ranked' column, find the  with a value equal to '15' ",Best Humanity,16
4,DS16_movie_zebra4.png,32,16,movie,zebra,4,Estimate Average,Watching,H,26,"In the 'Watching' column, find the  with a value equal to '26' ",Queen Kingdom,20
5,DS1_anime_bar1.png,49,1,anime,bar,1,Retrieve Value,Plan to Watch,I,17,"In the 'Plan to Watch' column, find the  with a value equal to '17' ",Great Teacher,16
5,DS2_anime_bar2.png,50,2,anime,bar,2,Retrieve Value,Popularity,J,12,"In the 'Popularity' column, find the  with a value equal to '12' ",Helping Alice,18
5,DS3_anime_bar3.png,51,3,anime,bar,3,Retrieve Value,Ranked,G,88,"In the 'Ranked' column, count how many cells exceed the value of '88' ",5,G
5,DS4_anime_bar4.png,52,4,anime,bar,4,Retrieve Value,Score,K,43,"In the 'Score' column, count how many cells exceed the value of '43' ",8,K
5,DS5_cereal_color1.png,5,5,cereal,color,1,Retrieve Value,Sodium,I,57,"In the 'Sodium' column, count how many cells exceed the value of '57' ",8,I
5,DS6_cereal_color2.png,6,6,cereal,color,2,Retrieve Value,Carbo,H,70,"In the 'Carbo' column, count how many cells exceed the value of '70' ",5,H
5,DS7_cereal_color3.png,7,7,cereal,color,3,Retrieve Value,Protein,J,45,"In the 'Protein' column, count how many cells exceed the value of '45' ",6,J
5,DS8_cereal_color4.png,8,8,cereal,color,4,Retrieve Value,Fat,K,60,"In the 'Fat' column, count how many cells exceed the value of '60' ",7,K
5,DS9_candy_plain1.png,41,9,candy,plain,1,Retrieve Value,Fruity,K,66,"In the 'Fruity' column, count how many cells exceed the value of '66' ",5,K
5,DS10_candy_plain2.png,42,10,candy,plain,2,Retrieve Value,Rating,J,38,"In the 'Rating' column, count how many cells exceed the value of '38' ",8,J
5,DS11_candy_plain3.png,43,11,candy,plain,3,Retrieve Value,Pluribus,G,50,"In the 'Pluribus' column, count how many cells exceed the value of '50' ",7,G
5,DS12_candy_plain4.png,44,12,candy,plain,4,Retrieve Value,Nougat,I,57,"In the 'Nougat' column, count how many cells exceed the value of '57' ",6,I
5,DS13_movie_zebra1.png,29,13,movie,zebra,1,Retrieve Value,Fandango,H,70,"In the 'Fandango' column, count how many cells exceed the value of '70' ",5,H
5,DS14_movie_zebra2.png,30,14,movie,zebra,2,Retrieve Value,PluggedIn,I,76,"In the 'PluggedIn' column, count how many cells exceed the value of '76' ",8,I
5,DS15_movie_zebra3.png,31,15,movie,zebra,3,Retrieve Value,Hulu,J,54,"In the 'Hulu' column, count how many cells exceed the value of '54' ",7,J
5,DS16_movie_zebra4.png,32,16,movie,zebra,4,Retrieve Value,Metacritic,G,57,"In the 'Metacritic' column, count how many cells exceed the value of '57' ",6,G
