task id,Table PNG,Table Rendering,Dataset Number,Topic,Condition,Repetition,Task
3,DS5_cereal_plain1.png,37,5,cereal,plain,1,Sort
3,DS6_cereal_plain2.png,38,6,cereal,plain,2,Sort
3,DS7_cereal_plain3.png,39,7,cereal,plain,3,Sort
3,DS8_cereal_plain4.png,40,8,cereal,plain,4,Sort
3,DS9_candy_bar1.png,57,9,candy,bar,1,Sort
3,DS10_candy_bar2.png,58,10,candy,bar,2,Sort
3,DS11_candy_bar3.png,59,11,candy,bar,3,Sort
3,DS12_candy_bar4.png,60,12,candy,bar,4,Sort
3,DS13_movie_zebra1.png,29,13,movie,zebra,1,Sort
3,DS14_movie_zebra2.png,30,14,movie,zebra,2,Sort
3,DS15_movie_zebra3.png,31,15,movie,zebra,3,Sort
3,DS16_movie_zebra4.png,32,16,movie,zebra,4,Sort
4,DS1_anime_color1.png,1,1,anime,color,1,Estimate Average
4,DS2_anime_color2.png,2,2,anime,color,2,Estimate Average
4,DS3_anime_color3.png,Carbo,H,88 86 83,"In the 'Carbo' column, give the row names of the cereals with the highest 3 values in descending order ",Oatmeal Crisp-Wheat Cream-Grape Flakes,5 19 20
4,DS4_anime_color4.png,Potassium,I,71 70 68,"In the 'Potassium' column, give the row names of the cereals with the highest 3 values in descending order ",Corn Favorite-Frosted Flakes-Natural Bran,22 3 7
4,DS5_cereal_plain1.png,Score,J,60 56 53,"In the 'Score' column, give the row names of the cereals with the highest 3 values in descending order ",Count Chocula-Wonderful Chex-Almond Delight,7 23 18
4,DS6_cereal_plain2.png,Vitamins,K,75 73 71,"In the 'Vitamins' column, give the row names of the cereals with the highest 3 values in descending order ",Froot Loops-Count Chocula-Bran Chex,16 10 19
4,DS7_cereal_plain3.png,Caramel,H,98 84 80,"In the 'Caramel' column, give the row names of the candys with the highest 3 values in descending order ",Lemon Head-Junior Mints-Gob Stopper,30 9 11
4,DS8_cereal_plain4.png,Price,K,75 73 71,"In the 'Price' column, give the row names of the candys with the highest 3 values in descending order ",Now Later-Milk Duds-Crunch Time,31 8 26
4,DS9_candy_bar1.png,Rating,L,75 73 71,"In the 'Rating' column, give the row names of the candys with the highest 3 values in descending order ",Milk Duds-Air Heads-Caramel Apple,27 12 28
4,DS10_candy_bar2.png,Almond,J,98 97 95,"In the 'Almond' column, give the row names of the candys with the highest 3 values in descending order ",Reese Pieces-Cheese Bears-Berry Chews,30 19 16
4,DS11_candy_bar3.png,Roger Ebert,I,71 70 68,"In the 'Roger Ebert' column, give the row names of the movies with the highest 3 values in descending order ",End Tour-Black White-My Dreams,21 16 17
4,DS12_candy_bar4.png,Fandango,K,75 73 71,"In the 'Fandango' column, give the row names of the movies with the highest 3 values in descending order ",Black Sea-Water Diviner-Hunting Ground,5 21 20
4,DS13_movie_zebra1.png,RottenTomatoes,H,98 84 80,"In the 'RottenTomatoes' column, give the row names of the movies with the highest 3 values in descending order ",Crazy Adventure-Fantastic Four-Black Sea,10 9 20
4,DS14_movie_zebra2.png,Naver,J,71 70 68,"In the 'Naver' column, give the row names of the movies with the highest 3 values in descending order ",Wild Tales-Teenage Girl -My Dreams,18 6 10
4,DS15_movie_zebra3.png,Score,D,nan,"In the 'Score' column, calculate a rough estimate of the average value",28.89655172413793,D
4,DS16_movie_zebra4.png,Episodes,F,nan,"In the 'Episodes' column, calculate a rough estimate of the average value",62.37931034482759,F
5,DS1_anime_color1.png,Members,E,nan,"In the 'Members' column, calculate a rough estimate of the average value",37.86206896551724,E
5,DS2_anime_color2.png,Favorites,G,nan,"In the 'Favorites' column, calculate a rough estimate of the average value",47.6551724137931,G
5,DS3_anime_color3.png,3,3,anime,color,3,Retrieve Value
5,DS4_anime_color4.png,4,4,anime,color,4,Retrieve Value
5,DS5_cereal_plain1.png,37,5,cereal,plain,1,Retrieve Value
5,DS6_cereal_plain2.png,38,6,cereal,plain,2,Retrieve Value
5,DS7_cereal_plain3.png,39,7,cereal,plain,3,Retrieve Value
5,DS8_cereal_plain4.png,40,8,cereal,plain,4,Retrieve Value
5,DS9_candy_bar1.png,57,9,candy,bar,1,Retrieve Value
5,DS10_candy_bar2.png,58,10,candy,bar,2,Retrieve Value
5,DS11_candy_bar3.png,59,11,candy,bar,3,Retrieve Value
5,DS12_candy_bar4.png,60,12,candy,bar,4,Retrieve Value
5,DS13_movie_zebra1.png,29,13,movie,zebra,1,Retrieve Value
5,DS14_movie_zebra2.png,30,14,movie,zebra,2,Retrieve Value
5,DS15_movie_zebra3.png,31,15,movie,zebra,3,Retrieve Value
5,DS16_movie_zebra4.png,32,16,movie,zebra,4,Retrieve Value
