task id,Table PNG,Table Rendering,Dataset Number,Topic,Condition,Repetition,Task,1Header, 1Column,1Par 1,1Prompt ,1Answer,1Answer Column / Row,2Header,2Column,2Par 1,2Prompt , 2Answer, 2Answer Column / Row
1.0,DS13_movie_plain1.png,45.0,13.0,movie,plain,1.0,Filter,Hulu,H,70.0,"In the 'Hulu' column, count how many cells exceed the value of '70' ",5.0,H,Naver,C,0.9922747576934072,Determine which of the last 5 columns is most positively correalated with the first column named 'Naver' ,Roger Ebert,I
1.0,DS14_movie_plain2.png,46.0,14.0,movie,plain,2.0,Filter,MrQE,I,76.0,"In the 'MrQE' column, count how many cells exceed the value of '76' ",8.0,I,MrQE,C,0.9994148327618346,Determine which of the last 5 columns is most positively correalated with the first column named 'MrQE' ,Netflix,L
1.0,DS15_movie_plain3.png,47.0,15.0,movie,plain,3.0,Filter,Netflix,J,54.0,"In the 'Netflix' column, count how many cells exceed the value of '54' ",7.0,J,RottenTomatoes,C,0.9994148327618346,Determine which of the last 5 columns is most positively correalated with the first column named 'RottenTomatoes' ,Netflix,K
1.0,DS16_movie_plain4.png,48.0,16.0,movie,plain,4.0,Filter,Hulu,G,57.0,"In the 'Hulu' column, count how many cells exceed the value of '57' ",6.0,G,IMDB,C,0.9922747576934068,Determine which of the last 5 columns is most positively correalated with the first column named 'IMDB' ,Fandango,J
2.0,DS1_anime_zebra1.png,17.0,1.0,anime,zebra,1.0,Correlation,On-Hold,J,80.0,"In the 'On-Hold' column, count how many cells exceed the value of '80' ",7.0,J,Completed,L,60 56 53,"In the 'Completed' column, give the row names of the animes with the highest 3 values in descending order ",Hungry Heart-Fighting Animal-Trinity Blood,13 18 27
,,,,,,,,,,,,,,Favorites,I,88 86 83,"In the 'Favorites' column, give the row names of the animes with the highest 3 values in descending order ",Cursing Notebook-Fourth Stage-Hungry Heart,5 18 6
,,,,,,,,,,,,,,Episodes,J,75 73 71,"In the 'Episodes' column, give the row names of the animes with the highest 3 values in descending order ",Fighting Animal-Legendary Forks-First Stage,5 10 11
,,,,,,,,,,,,,,Score,K,74 73 70,"In the 'Score' column, give the row names of the animes with the highest 3 values in descending order ",Helping Alice-Neon Genesis-Queen Kingdom,6 24 22
,,,,,,,,,,,,,,Calories,H,88 86 83,"In the 'Calories' column, give the row names of the cereals with the highest 3 values in descending order ",Lucky Charms-Smile Maker-Wonderful Chex,5 19 20
,,,,,,,,,,,,,,Potassium,I,71 70 68,"In the 'Potassium' column, give the row names of the cereals with the highest 3 values in descending order ",Froot Loops-Almond Delight-Post Nat,22 3 7
,,,,,,,,,,,,,,Carbo,J,60 56 53,"In the 'Carbo' column, give the row names of the cereals with the highest 3 values in descending order ",Fruity Pebbles-Colorful Bran-Cap Crunch,7 23 18
,,,,,,,,,,,,,,Sugars,K,75 73 71,"In the 'Sugars' column, give the row names of the cereals with the highest 3 values in descending order ",Cap Crunch-Fruit Fibre-Colorful Bran,16 10 19
,,,,,,,,,,,,,,Caramel,I,98 97 95,"In the 'Caramel' column, give the row names of the candys with the highest 3 values in descending order ",Hersheys Kisses-Pixie Sticks-Crunch Time,27 31 20
,,,,,,,,,,,,,,Bar,K,75 73 71,"In the 'Bar' column, give the row names of the candys with the highest 3 values in descending order ",Quarter World-Caramel Apple-Life Savers,31 8 26
,,,,,,,,,,,,,,Bar,H,98 84 80,"In the 'Bar' column, give the row names of the candys with the highest 3 values in descending order ",Gob Stopper-One Dime-Red Vines,22 30 14
,,,,,,,,,,,,,,Fruity,L,60 56 53,"In the 'Fruity' column, give the row names of the candys with the highest 3 values in descending order ",Laffy Taffy-Good Bar-Milk Duds,9 28 12
,,,,,,,,,,,,,,PluggedIn,I,71 70 68,"In the 'PluggedIn' column, give the row names of the movies with the highest 3 values in descending order ",About Elly-Black White-Divergent Series,21 16 17
,,,,,,,,,,,,,,Metacritic,K,75 73 71,"In the 'Metacritic' column, give the row names of the movies with the highest 3 values in descending order ",Irrational Man -Teenage Girl -Mapping Stars,5 21 20
,,,,,,,,,,,,,,Fandango,H,98 84 80,"In the 'Fandango' column, give the row names of the movies with the highest 3 values in descending order ",Teenage Girl -Irrational Man -Next Door,10 9 20
,,,,,,,,,,,,,,Netflix,J,71 70 68,"In the 'Netflix' column, give the row names of the movies with the highest 3 values in descending order ",Welcome Home-About Elly-Irrational Man ,18 6 10
,,,,,,,,,,,,,,Episodes,D,,"In the 'Episodes' column, calculate a rough estimate of the average value",28.89655172413793,D
,,,,,,,,,,,,,,Members,F,,"In the 'Members' column, calculate a rough estimate of the average value",62.37931034482759,F
,,,,,,,,,,,,,,Completed,E,,"In the 'Completed' column, calculate a rough estimate of the average value",37.86206896551724,E
,,,,,,,,,,,,,,Members,G,,"In the 'Members' column, calculate a rough estimate of the average value",47.6551724137931,G
,,,,,,,,,,,,,,Vitamins,F,,"In the 'Vitamins' column, calculate a rough estimate of the average value",56.93103448275862,F
,,,,,,,,,,,,,,Calories,E,,"In the 'Calories' column, calculate a rough estimate of the average value",42.10344827586207,E
,,,,,,,,,,,,,,Sugars,D,,"In the 'Sugars' column, calculate a rough estimate of the average value",35.62068965517241,D
,,,,,,,,,,,,,,Calories,E,,"In the 'Calories' column, calculate a rough estimate of the average value",52.310344827586206,E
,,,,,,,,,,,,,,Price,G,,"In the 'Price' column, calculate a rough estimate of the average value",37.86206896551724,G
,,,,,,,,,,,,,,Pluribus,D,,"In the 'Pluribus' column, calculate a rough estimate of the average value",35.62068965517241,D
,,,,,,,,,,,,,,Nougat,F,,"In the 'Nougat' column, calculate a rough estimate of the average value",50.241379310344826,F
,,,,,,,,,,,,,,Price,G,,"In the 'Price' column, calculate a rough estimate of the average value",37.86206896551724,G
,,,,,,,,,,,,,,Fandango,E,,"In the 'Fandango' column, calculate a rough estimate of the average value",52.310344827586206,E
,,,,,,,,,,,,,,Roger Ebert,G,,"In the 'Roger Ebert' column, calculate a rough estimate of the average value",37.86206896551724,G
,,,,,,,,,,,,,,RottenTomatoes,F,,"In the 'RottenTomatoes' column, calculate a rough estimate of the average value",50.241379310344826,F
,,,,,,,,,,,,,,IMDB,E,,"In the 'IMDB' column, calculate a rough estimate of the average value",52.310344827586206,E
,,,,,,,,,,,,,,Popularity,G,15,"In the 'Popularity' column, find the  with a value equal to '15' ",Attacking Titan,16
,,,,,,,,,,,,,,On-Hold,H,26,"In the 'On-Hold' column, find the  with a value equal to '26' ",Helping Alice,20
,,,,,,,,,,,,,,Watching,I,17,"In the 'Watching' column, find the  with a value equal to '17' ",Beating Music,16
,,,,,,,,,,,,,,On-Hold,J,12,"In the 'On-Hold' column, find the  with a value equal to '12' ",Fafnar Weapon,18
,,,,,,,,,,,,,,Protein,K,51,"In the 'Protein' column, find the  with a value equal to '51' ",Mini Wheats,17
,,,,,,,,,,,,,,Sodium,H,32,"In the 'Sodium' column, find the  with a value equal to '32' ",Colorful Bran,19
,,,,,,,,,,,,,,Calories,I,83,"In the 'Calories' column, find the  with a value equal to '83' ",Corn Favorite,17
,,,,,,,,,,,,,,Sugars,K,26,"In the 'Sugars' column, find the  with a value equal to '26' ",Double Chex,20
,,,,,,,,,,,,,,Bar,J,32,"In the 'Bar' column, find the  with a value equal to '32' ",Jaw Busters,19
,,,,,,,,,,,,,,Bar,K,68,"In the 'Bar' column, find the  with a value equal to '68' ",Haribo Cola,17
,,,,,,,,,,,,,,SugarPercent,L,26,"In the 'SugarPercent' column, find the  with a value equal to '26' ",Hersheys Kisses,11
,,,,,,,,,,,,,,Pluribus,K,15,"In the 'Pluribus' column, find the  with a value equal to '15' ",Red Vines,15
,,,,,,,,,,,,,,RottenTomatoes,J,67,"In the 'RottenTomatoes' column, find the  with a value equal to '67' ",Welcome Home,20
,,,,,,,,,,,,,,MrQE,I,79,"In the 'MrQE' column, find the  with a value equal to '79' ",Tomorrow land,18
,,,,,,,,,,,,,,Film Comment,L,73,"In the 'Film Comment' column, find the  with a value equal to '73' ",Adaline Age,19
,,,,,,,,,,,,,,PluggedIn,K,31,"In the 'PluggedIn' column, find the  with a value equal to '31' ",Still Alice,17
