task id,Table PNG,Table Rendering,Dataset Number,Topic,Condition,Repetition,Task
4,DS12_candy_plain4.png,Film Comment,K,75 73 71,"In the 'Film Comment' column, give the row names of the movies with the highest 3 values in descending order ",About Elly-Love Mercy-Welcome Home,5 21 20
4,DS13_movie_color1.png,PluggedIn,H,98 84 80,"In the 'PluggedIn' column, give the row names of the movies with the highest 3 values in descending order ",Tomorrow land-Black Sea-South Paw,10 9 20
4,DS14_movie_color2.png,Netflix,J,71 70 68,"In the 'Netflix' column, give the row names of the movies with the highest 3 values in descending order ",Welcome Home-Saint Laurent-Red Army,18 6 10
4,DS15_movie_color3.png,Episodes,D,nan,"In the 'Episodes' column, calculate a rough estimate of the average value",28.89655172413793,D
4,DS16_movie_color4.png,Members,F,nan,"In the 'Members' column, calculate a rough estimate of the average value",62.37931034482759,F
5,DS1_anime_zebra1.png,Completed,E,nan,"In the 'Completed' column, calculate a rough estimate of the average value",37.86206896551724,E
5,DS2_anime_zebra2.png,Members,G,nan,"In the 'Members' column, calculate a rough estimate of the average value",47.6551724137931,G
5,DS3_anime_zebra3.png,19,3,anime,zebra,3,Retrieve Value
5,DS4_anime_zebra4.png,20,4,anime,zebra,4,Retrieve Value
5,DS5_cereal_bar1.png,53,5,cereal,bar,1,Retrieve Value
5,DS6_cereal_bar2.png,54,6,cereal,bar,2,Retrieve Value
5,DS7_cereal_bar3.png,55,7,cereal,bar,3,Retrieve Value
5,DS8_cereal_bar4.png,56,8,cereal,bar,4,Retrieve Value
5,DS9_candy_plain1.png,41,9,candy,plain,1,Retrieve Value
5,DS10_candy_plain2.png,42,10,candy,plain,2,Retrieve Value
5,DS11_candy_plain3.png,43,11,candy,plain,3,Retrieve Value
5,DS12_candy_plain4.png,44,12,candy,plain,4,Retrieve Value
5,DS13_movie_color1.png,13,13,movie,color,1,Retrieve Value
5,DS14_movie_color2.png,14,14,movie,color,2,Retrieve Value
5,DS15_movie_color3.png,15,15,movie,color,3,Retrieve Value
5,DS16_movie_color4.png,16,16,movie,color,4,Retrieve Value
