task id,Table PNG,Table Rendering,Dataset Number,Topic,Condition,Repetition,Task
4,DS5_cereal_zebra1.png,Carbo,J,60 56 53,"In the 'Carbo' column, give the row names of the cereals with the highest 3 values in descending order ",Cinnamon Toast-Cap Crunch-Mini Wheats,7 23 18
4,DS6_cereal_zebra2.png,Sodium,K,75 73 71,"In the 'Sodium' column, give the row names of the cereals with the highest 3 values in descending order ",Wonderful Chex-Bran Chex-Raisin Bran,16 10 19
4,DS7_cereal_zebra3.png,Caramel,I,98 97 95,"In the 'Caramel' column, give the row names of the candys with the highest 3 values in descending order ",Hersheys Kisses-Pixie Sticks-Crunch Time,27 31 20
4,DS8_cereal_zebra4.png,Bar,K,75 73 71,"In the 'Bar' column, give the row names of the candys with the highest 3 values in descending order ",Quarter World-Caramel Apple-Life Savers,31 8 26
4,DS9_candy_color1.png,Bar,H,98 84 80,"In the 'Bar' column, give the row names of the candys with the highest 3 values in descending order ",Gob Stopper-One Dime-Red Vines,22 30 14
4,DS10_candy_color2.png,Fruity,L,60 56 53,"In the 'Fruity' column, give the row names of the candys with the highest 3 values in descending order ",Laffy Taffy-Good Bar-Milk Duds,9 28 12
4,DS11_candy_color3.png,Roger Ebert,I,71 70 68,"In the 'Roger Ebert' column, give the row names of the movies with the highest 3 values in descending order ",Adaline Age-Project Almanac-Ricki Flash,21 16 17
4,DS12_candy_color4.png,Metacritic,K,75 73 71,"In the 'Metacritic' column, give the row names of the movies with the highest 3 values in descending order ",Fantastic Four-Flights Up-Hunting Ground,5 21 20
4,DS13_movie_bar1.png,Film Comment,H,98 84 80,"In the 'Film Comment' column, give the row names of the movies with the highest 3 values in descending order ",South Paw-Next Door-Black Sea,10 9 20
4,DS14_movie_bar2.png,Fandango,J,71 70 68,"In the 'Fandango' column, give the row names of the movies with the highest 3 values in descending order ",Wild Tales-End Tour-Tomorrow land,18 6 10
4,DS15_movie_bar3.png,Completed,D,nan,"In the 'Completed' column, calculate a rough estimate of the average value",28.89655172413793,D
4,DS16_movie_bar4.png,Ranked,F,nan,"In the 'Ranked' column, calculate a rough estimate of the average value",62.37931034482759,F
5,DS1_anime_plain1.png,Completed,E,nan,"In the 'Completed' column, calculate a rough estimate of the average value",37.86206896551724,E
5,DS2_anime_plain2.png,Members,G,nan,"In the 'Members' column, calculate a rough estimate of the average value",47.6551724137931,G
5,DS3_anime_plain3.png,35,3,anime,plain,3,Retrieve Value
5,DS4_anime_plain4.png,36,4,anime,plain,4,Retrieve Value
5,DS5_cereal_zebra1.png,21,5,cereal,zebra,1,Retrieve Value
5,DS6_cereal_zebra2.png,22,6,cereal,zebra,2,Retrieve Value
5,DS7_cereal_zebra3.png,23,7,cereal,zebra,3,Retrieve Value
5,DS8_cereal_zebra4.png,24,8,cereal,zebra,4,Retrieve Value
5,DS9_candy_color1.png,9,9,candy,color,1,Retrieve Value
5,DS10_candy_color2.png,10,10,candy,color,2,Retrieve Value
5,DS11_candy_color3.png,11,11,candy,color,3,Retrieve Value
5,DS12_candy_color4.png,12,12,candy,color,4,Retrieve Value
5,DS13_movie_bar1.png,61,13,movie,bar,1,Retrieve Value
5,DS14_movie_bar2.png,62,14,movie,bar,2,Retrieve Value
5,DS15_movie_bar3.png,63,15,movie,bar,3,Retrieve Value
5,DS16_movie_bar4.png,64,16,movie,bar,4,Retrieve Value
