task id,Table PNG,Table Rendering,Dataset Number,Topic,Condition,Repetition,Task
4,DS5_cereal_bar1.png,Carbo,J,60 56 53,"In the 'Carbo' column, give the row names of the cereals with the highest 3 values in descending order ",Fruity Pebbles-Colorful Bran-Cap Crunch,7 23 18
4,DS6_cereal_bar2.png,Sugars,K,75 73 71,"In the 'Sugars' column, give the row names of the cereals with the highest 3 values in descending order ",Cap Crunch-Fruit Fibre-Colorful Bran,16 10 19
4,DS7_cereal_bar3.png,Caramel,I,98 97 95,"In the 'Caramel' column, give the row names of the candys with the highest 3 values in descending order ",Hersheys Kisses-Pixie Sticks-Crunch Time,27 31 20
4,DS8_cereal_bar4.png,Bar,K,75 73 71,"In the 'Bar' column, give the row names of the candys with the highest 3 values in descending order ",Quarter World-Caramel Apple-Life Savers,31 8 26
4,DS9_candy_color1.png,Bar,H,98 84 80,"In the 'Bar' column, give the row names of the candys with the highest 3 values in descending order ",Gob Stopper-One Dime-Red Vines,22 30 14
4,DS10_candy_color2.png,Fruity,L,60 56 53,"In the 'Fruity' column, give the row names of the candys with the highest 3 values in descending order ",Laffy Taffy-Good Bar-Milk Duds,9 28 12
4,DS11_candy_color3.png,Roger Ebert,I,71 70 68,"In the 'Roger Ebert' column, give the row names of the movies with the highest 3 values in descending order ",End Tour-Black White-My Dreams,21 16 17
4,DS12_candy_color4.png,Fandango,K,75 73 71,"In the 'Fandango' column, give the row names of the movies with the highest 3 values in descending order ",Black Sea-Water Diviner-Hunting Ground,5 21 20
4,DS13_movie_zebra1.png,RottenTomatoes,H,98 84 80,"In the 'RottenTomatoes' column, give the row names of the movies with the highest 3 values in descending order ",Crazy Adventure-Fantastic Four-Black Sea,10 9 20
4,DS14_movie_zebra2.png,Naver,J,71 70 68,"In the 'Naver' column, give the row names of the movies with the highest 3 values in descending order ",Wild Tales-Teenage Girl -My Dreams,18 6 10
4,DS15_movie_zebra3.png,Completed,D,nan,"In the 'Completed' column, calculate a rough estimate of the average value",28.89655172413793,D
4,DS16_movie_zebra4.png,Ranked,F,nan,"In the 'Ranked' column, calculate a rough estimate of the average value",62.37931034482759,F
5,DS1_anime_plain1.png,Completed,E,nan,"In the 'Completed' column, calculate a rough estimate of the average value",37.86206896551724,E
5,DS2_anime_plain2.png,Members,G,nan,"In the 'Members' column, calculate a rough estimate of the average value",47.6551724137931,G
5,DS3_anime_plain3.png,35,3,anime,plain,3,Retrieve Value
5,DS4_anime_plain4.png,36,4,anime,plain,4,Retrieve Value
5,DS5_cereal_bar1.png,53,5,cereal,bar,1,Retrieve Value
5,DS6_cereal_bar2.png,54,6,cereal,bar,2,Retrieve Value
5,DS7_cereal_bar3.png,55,7,cereal,bar,3,Retrieve Value
5,DS8_cereal_bar4.png,56,8,cereal,bar,4,Retrieve Value
5,DS9_candy_color1.png,9,9,candy,color,1,Retrieve Value
5,DS10_candy_color2.png,10,10,candy,color,2,Retrieve Value
5,DS11_candy_color3.png,11,11,candy,color,3,Retrieve Value
5,DS12_candy_color4.png,12,12,candy,color,4,Retrieve Value
5,DS13_movie_zebra1.png,29,13,movie,zebra,1,Retrieve Value
5,DS14_movie_zebra2.png,30,14,movie,zebra,2,Retrieve Value
5,DS15_movie_zebra3.png,31,15,movie,zebra,3,Retrieve Value
5,DS16_movie_zebra4.png,32,16,movie,zebra,4,Retrieve Value
