task id,Table PNG,Table Rendering,Dataset Number,Topic,Condition,Repetition,Task
4,DS5_cereal_bar1.png,Carbo,J,60 56 53,"In the 'Carbo' column, give the row names of the cereals with the highest 3 values in descending order ",Fruity Pebbles-Colorful Bran-Cap Crunch,7 23 18
4,DS6_cereal_bar2.png,Sugars,K,75 73 71,"In the 'Sugars' column, give the row names of the cereals with the highest 3 values in descending order ",Cap Crunch-Fruit Fibre-Colorful Bran,16 10 19
4,DS7_cereal_bar3.png,Hard,H,98 84 80,"In the 'Hard' column, give the row names of the candys with the highest 3 values in descending order ",Fun Dips-Crunch Time-Now Later,30 9 11
4,DS8_cereal_bar4.png,Almond,K,75 73 71,"In the 'Almond' column, give the row names of the candys with the highest 3 values in descending order ",Fun Dips-Laffy Taffy-Gold Bears,31 8 26
4,DS9_candy_zebra1.png,Nougat,L,75 73 71,"In the 'Nougat' column, give the row names of the candys with the highest 3 values in descending order ",Gold Bears-Fun Dips-Root Barrels,27 12 28
4,DS10_candy_zebra2.png,Fruity,J,98 97 95,"In the 'Fruity' column, give the row names of the candys with the highest 3 values in descending order ",Air Heads-Junior Mints-Haribo Cola,30 19 16
4,DS11_candy_zebra3.png,Naver,I,71 70 68,"In the 'Naver' column, give the row names of the movies with the highest 3 values in descending order ",Welcome Home-Saint Laurent-Red Army,21 16 17
4,DS12_candy_zebra4.png,Film Comment,K,75 73 71,"In the 'Film Comment' column, give the row names of the movies with the highest 3 values in descending order ",About Elly-Love Mercy-Welcome Home,5 21 20
4,DS13_movie_color1.png,PluggedIn,H,98 84 80,"In the 'PluggedIn' column, give the row names of the movies with the highest 3 values in descending order ",Tomorrow land-Black Sea-South Paw,10 9 20
4,DS14_movie_color2.png,Netflix,J,71 70 68,"In the 'Netflix' column, give the row names of the movies with the highest 3 values in descending order ",Welcome Home-Saint Laurent-Red Army,18 6 10
4,DS15_movie_color3.png,Completed,D,nan,"In the 'Completed' column, calculate a rough estimate of the average value",28.89655172413793,D
4,DS16_movie_color4.png,Ranked,F,nan,"In the 'Ranked' column, calculate a rough estimate of the average value",62.37931034482759,F
5,DS1_anime_plain1.png,Completed,E,nan,"In the 'Completed' column, calculate a rough estimate of the average value",37.86206896551724,E
5,DS2_anime_plain2.png,Members,G,nan,"In the 'Members' column, calculate a rough estimate of the average value",47.6551724137931,G
5,DS3_anime_plain3.png,35,3,anime,plain,3,Retrieve Value
5,DS4_anime_plain4.png,36,4,anime,plain,4,Retrieve Value
5,DS5_cereal_bar1.png,53,5,cereal,bar,1,Retrieve Value
5,DS6_cereal_bar2.png,54,6,cereal,bar,2,Retrieve Value
5,DS7_cereal_bar3.png,55,7,cereal,bar,3,Retrieve Value
5,DS8_cereal_bar4.png,56,8,cereal,bar,4,Retrieve Value
5,DS9_candy_zebra1.png,25,9,candy,zebra,1,Retrieve Value
5,DS10_candy_zebra2.png,26,10,candy,zebra,2,Retrieve Value
5,DS11_candy_zebra3.png,27,11,candy,zebra,3,Retrieve Value
5,DS12_candy_zebra4.png,28,12,candy,zebra,4,Retrieve Value
5,DS13_movie_color1.png,13,13,movie,color,1,Retrieve Value
5,DS14_movie_color2.png,14,14,movie,color,2,Retrieve Value
5,DS15_movie_color3.png,15,15,movie,color,3,Retrieve Value
5,DS16_movie_color4.png,16,16,movie,color,4,Retrieve Value
