task id,Table PNG,Table Rendering,Dataset Number,Topic,Condition,Repetition,Task,1Header,1Column,1Par 1,1Prompt,1Answer,1Answer Column / Row
2.0,DS2_anime_zebra2.png,18.0,2.0,anime,zebra,2.0,Correlation,Plan to Watch,C,0.9790768125482828,Determine which of the last 5 columns is most positively correalated with the first column named 'Plan to Watch' ,Favorites,L
2.0,DS3_anime_zebra3.png,19.0,3.0,anime,zebra,3.0,Correlation,Completed,C,0.9922747576934068,Determine which of the last 5 columns is most positively correalated with the first column named 'Completed' ,Episodes,K
2.0,DS4_anime_zebra4.png,20.0,4.0,anime,zebra,4.0,Correlation,Score,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Score' ,Dropped,J
2.0,DS5_cereal_plain1.png,37.0,5.0,cereal,plain,1.0,Correlation,Potassium,C,0.9994148327618346,Determine which of the last 5 columns is most positively correalated with the first column named 'Potassium' ,Sugars,K
2.0,DS6_cereal_plain2.png,38.0,6.0,cereal,plain,2.0,Correlation,Calories,C,0.9922747576934068,Determine which of the last 5 columns is most positively correalated with the first column named 'Calories' ,Protein,I
2.0,DS7_cereal_plain3.png,39.0,7.0,cereal,plain,3.0,Correlation,Iron,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Iron' ,Carbo,J
2.0,DS8_cereal_plain4.png,40.0,8.0,cereal,plain,4.0,Correlation,Vitamins,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Vitamins' ,Potassium,L
2.0,DS9_candy_color1.png,9.0,9.0,candy,color,1.0,Correlation,Hard,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Hard' ,Chocolate,L
2.0,DS10_candy_color2.png,10.0,10.0,candy,color,2.0,Correlation,SugarPercent,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'SugarPercent' ,Rating,J
2.0,DS11_candy_color3.png,11.0,11.0,candy,color,3.0,Correlation,Rating,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Rating' ,Chocolate,K
2.0,DS12_candy_color4.png,12.0,12.0,candy,color,4.0,Correlation,Hard,C,0.992274757693407,Determine which of the last 5 columns is most positively correalated with the first column named 'Hard' ,Nougat,I
2.0,DS13_movie_bar1.png,61.0,13.0,movie,bar,1.0,Correlation,Naver,C,0.9922747576934072,Determine which of the last 5 columns is most positively correalated with the first column named 'Naver' ,Roger Ebert,I
2.0,DS14_movie_bar2.png,62.0,14.0,movie,bar,2.0,Correlation,MrQE,C,0.9994148327618346,Determine which of the last 5 columns is most positively correalated with the first column named 'MrQE' ,Netflix,L
2.0,DS15_movie_bar3.png,63.0,15.0,movie,bar,3.0,Correlation,RottenTomatoes,C,0.9994148327618346,Determine which of the last 5 columns is most positively correalated with the first column named 'RottenTomatoes' ,Netflix,K
2.0,DS16_movie_bar4.png,64.0,16.0,movie,bar,4.0,Correlation,IMDB,C,0.9922747576934068,Determine which of the last 5 columns is most positively correalated with the first column named 'IMDB' ,Fandango,J
3.0,DS1_anime_zebra1.png,17.0,1.0,anime,zebra,1.0,Sort,Completed,L,60 56 53,"In the 'Completed' column, give the row names of the animes with the highest 3 values in descending order ",Hungry Heart-Fighting Animal-Trinity Blood,13 18 27
3.0,DS2_anime_zebra2.png,18.0,2.0,anime,zebra,2.0,Sort,Favorites,I,88 86 83,"In the 'Favorites' column, give the row names of the animes with the highest 3 values in descending order ",Cursing Notebook-Fourth Stage-Hungry Heart,5 18 6
3.0,DS3_anime_zebra3.png,19.0,3.0,anime,zebra,3.0,Sort,Episodes,J,75 73 71,"In the 'Episodes' column, give the row names of the animes with the highest 3 values in descending order ",Fighting Animal-Legendary Forks-First Stage,5 10 11
3.0,DS4_anime_zebra4.png,20.0,4.0,anime,zebra,4.0,Sort,Score,K,74 73 70,"In the 'Score' column, give the row names of the animes with the highest 3 values in descending order ",Helping Alice-Neon Genesis-Queen Kingdom,6 24 22
3.0,DS5_cereal_plain1.png,37.0,5.0,cereal,plain,1.0,Sort,Carbo,H,88 86 83,"In the 'Carbo' column, give the row names of the cereals with the highest 3 values in descending order ",Oatmeal Crisp-Wheat Cream-Grape Flakes,5 19 20
3.0,DS6_cereal_plain2.png,38.0,6.0,cereal,plain,2.0,Sort,Potassium,I,71 70 68,"In the 'Potassium' column, give the row names of the cereals with the highest 3 values in descending order ",Corn Favorite-Frosted Flakes-Natural Bran,22 3 7
3.0,DS7_cereal_plain3.png,39.0,7.0,cereal,plain,3.0,Sort,Score,J,60 56 53,"In the 'Score' column, give the row names of the cereals with the highest 3 values in descending order ",Count Chocula-Wonderful Chex-Almond Delight,7 23 18
3.0,DS8_cereal_plain4.png,40.0,8.0,cereal,plain,4.0,Sort,Vitamins,K,75 73 71,"In the 'Vitamins' column, give the row names of the cereals with the highest 3 values in descending order ",Froot Loops-Count Chocula-Bran Chex,16 10 19
3.0,DS9_candy_color1.png,9.0,9.0,candy,color,1.0,Sort,Caramel,I,98 97 95,"In the 'Caramel' column, give the row names of the candys with the highest 3 values in descending order ",Hersheys Kisses-Pixie Sticks-Crunch Time,27 31 20
3.0,DS10_candy_color2.png,10.0,10.0,candy,color,2.0,Sort,Bar,K,75 73 71,"In the 'Bar' column, give the row names of the candys with the highest 3 values in descending order ",Quarter World-Caramel Apple-Life Savers,31 8 26
3.0,DS11_candy_color3.png,11.0,11.0,candy,color,3.0,Sort,Bar,H,98 84 80,"In the 'Bar' column, give the row names of the candys with the highest 3 values in descending order ",Gob Stopper-One Dime-Red Vines,22 30 14
3.0,DS12_candy_color4.png,12.0,12.0,candy,color,4.0,Sort,Fruity,L,60 56 53,"In the 'Fruity' column, give the row names of the candys with the highest 3 values in descending order ",Laffy Taffy-Good Bar-Milk Duds,9 28 12
3.0,DS13_movie_bar1.png,61.0,13.0,movie,bar,1.0,Sort,Roger Ebert,I,71 70 68,"In the 'Roger Ebert' column, give the row names of the movies with the highest 3 values in descending order ",Adaline Age-Project Almanac-Ricki Flash,21 16 17
3.0,DS14_movie_bar2.png,62.0,14.0,movie,bar,2.0,Sort,Metacritic,K,75 73 71,"In the 'Metacritic' column, give the row names of the movies with the highest 3 values in descending order ",Fantastic Four-Flights Up-Hunting Ground,5 21 20
3.0,DS15_movie_bar3.png,63.0,15.0,movie,bar,3.0,Sort,Film Comment,H,98 84 80,"In the 'Film Comment' column, give the row names of the movies with the highest 3 values in descending order ",South Paw-Next Door-Black Sea,10 9 20
3.0,DS16_movie_bar4.png,64.0,16.0,movie,bar,4.0,Sort,Fandango,J,71 70 68,"In the 'Fandango' column, give the row names of the movies with the highest 3 values in descending order ",Wild Tales-End Tour-Tomorrow land,18 6 10
4.0,DS1_anime_zebra1.png,17.0,1.0,anime,zebra,1.0,Estimate Average,Episodes,D,,"In the 'Episodes' column, calculate a rough estimate of the average value",28.89655172413793,D
4.0,DS2_anime_zebra2.png,18.0,2.0,anime,zebra,2.0,Estimate Average,Members,F,,"In the 'Members' column, calculate a rough estimate of the average value",62.37931034482759,F
4.0,DS3_anime_zebra3.png,19.0,3.0,anime,zebra,3.0,Estimate Average,Completed,E,,"In the 'Completed' column, calculate a rough estimate of the average value",37.86206896551724,E
4.0,DS4_anime_zebra4.png,20.0,4.0,anime,zebra,4.0,Estimate Average,Members,G,,"In the 'Members' column, calculate a rough estimate of the average value",47.6551724137931,G
4.0,DS5_cereal_plain1.png,37.0,5.0,cereal,plain,1.0,Estimate Average,Sugars,F,,"In the 'Sugars' column, calculate a rough estimate of the average value",56.93103448275862,F
4.0,DS6_cereal_plain2.png,38.0,6.0,cereal,plain,2.0,Estimate Average,Score,E,,"In the 'Score' column, calculate a rough estimate of the average value",42.10344827586207,E
4.0,DS7_cereal_plain3.png,39.0,7.0,cereal,plain,3.0,Estimate Average,Vitamins,D,,"In the 'Vitamins' column, calculate a rough estimate of the average value",35.62068965517241,D
4.0,DS8_cereal_plain4.png,40.0,8.0,cereal,plain,4.0,Estimate Average,Potassium,E,,"In the 'Potassium' column, calculate a rough estimate of the average value",52.310344827586206,E
4.0,DS9_candy_color1.png,9.0,9.0,candy,color,1.0,Estimate Average,Price,G,,"In the 'Price' column, calculate a rough estimate of the average value",37.86206896551724,G
4.0,DS10_candy_color2.png,10.0,10.0,candy,color,2.0,Estimate Average,Pluribus,D,,"In the 'Pluribus' column, calculate a rough estimate of the average value",35.62068965517241,D
4.0,DS11_candy_color3.png,11.0,11.0,candy,color,3.0,Estimate Average,Nougat,F,,"In the 'Nougat' column, calculate a rough estimate of the average value",50.241379310344826,F
4.0,DS12_candy_color4.png,12.0,12.0,candy,color,4.0,Estimate Average,Price,G,,"In the 'Price' column, calculate a rough estimate of the average value",37.86206896551724,G
4.0,DS13_movie_bar1.png,61.0,13.0,movie,bar,1.0,Estimate Average,Metacritic,E,,"In the 'Metacritic' column, calculate a rough estimate of the average value",52.310344827586206,E
4.0,DS14_movie_bar2.png,62.0,14.0,movie,bar,2.0,Estimate Average,Fandango,G,,"In the 'Fandango' column, calculate a rough estimate of the average value",37.86206896551724,G
4.0,DS15_movie_bar3.png,63.0,15.0,movie,bar,3.0,Estimate Average,Metacritic,F,,"In the 'Metacritic' column, calculate a rough estimate of the average value",50.241379310344826,F
4.0,DS16_movie_bar4.png,64.0,16.0,movie,bar,4.0,Estimate Average,Hulu,E,,"In the 'Hulu' column, calculate a rough estimate of the average value",52.310344827586206,E
5.0,DS1_anime_zebra1.png,17.0,1.0,anime,zebra,1.0,Retrieve Value,Popularity,G,15,"In the 'Popularity' column, find the  with a value equal to '15' ",Attacking Titan,16
5.0,DS2_anime_zebra2.png,18.0,2.0,anime,zebra,2.0,Retrieve Value,On-Hold,H,26,"In the 'On-Hold' column, find the  with a value equal to '26' ",Helping Alice,20
5.0,DS3_anime_zebra3.png,19.0,3.0,anime,zebra,3.0,Retrieve Value,Watching,I,17,"In the 'Watching' column, find the  with a value equal to '17' ",Beating Music,16
5.0,DS4_anime_zebra4.png,20.0,4.0,anime,zebra,4.0,Retrieve Value,On-Hold,J,12,"In the 'On-Hold' column, find the  with a value equal to '12' ",Fafnar Weapon,18
5.0,DS5_cereal_plain1.png,37.0,5.0,cereal,plain,1.0,Retrieve Value,Sodium,K,51,"In the 'Sodium' column, find the  with a value equal to '51' ",Bran Chex,17
5.0,DS6_cereal_plain2.png,38.0,6.0,cereal,plain,2.0,Retrieve Value,Carbo,H,32,"In the 'Carbo' column, find the  with a value equal to '32' ",Double Chex,19
5.0,DS7_cereal_plain3.png,39.0,7.0,cereal,plain,3.0,Retrieve Value,Protein,I,83,"In the 'Protein' column, find the  with a value equal to '83' ",Smile Maker,17
5.0,DS8_cereal_plain4.png,40.0,8.0,cereal,plain,4.0,Retrieve Value,Vitamins,K,26,"In the 'Vitamins' column, find the  with a value equal to '26' ",Frosted Flakes,20
5.0,DS9_candy_color1.png,9.0,9.0,candy,color,1.0,Retrieve Value,Bar,J,32,"In the 'Bar' column, find the  with a value equal to '32' ",Jaw Busters,19
5.0,DS10_candy_color2.png,10.0,10.0,candy,color,2.0,Retrieve Value,Bar,K,68,"In the 'Bar' column, find the  with a value equal to '68' ",Haribo Cola,17
5.0,DS11_candy_color3.png,11.0,11.0,candy,color,3.0,Retrieve Value,SugarPercent,L,26,"In the 'SugarPercent' column, find the  with a value equal to '26' ",Hersheys Kisses,11
5.0,DS12_candy_color4.png,12.0,12.0,candy,color,4.0,Retrieve Value,Pluribus,K,15,"In the 'Pluribus' column, find the  with a value equal to '15' ",Red Vines,15
5.0,DS13_movie_bar1.png,61.0,13.0,movie,bar,1.0,Retrieve Value,IMDB,J,67,"In the 'IMDB' column, find the  with a value equal to '67' ",South Paw,20
5.0,DS14_movie_bar2.png,62.0,14.0,movie,bar,2.0,Retrieve Value,Hulu,I,79,"In the 'Hulu' column, find the  with a value equal to '79' ",Saint Laurent,18
5.0,DS15_movie_bar3.png,63.0,15.0,movie,bar,3.0,Retrieve Value,Naver,L,73,"In the 'Naver' column, find the  with a value equal to '73' ",End Tour,19
5.0,DS16_movie_bar4.png,64.0,16.0,movie,bar,4.0,Retrieve Value,Film Comment,K,31,"In the 'Film Comment' column, find the  with a value equal to '31' ",Next Door,17
,,,,,,,,On-Hold,J,80,"In the 'On-Hold' column, count how many cells exceed the value of '80' ",7,J
,,,,,,,,Favorites,I,70,"In the 'Favorites' column, count how many cells exceed the value of '70' ",6,I
,,,,,,,,On-Hold,G,88,"In the 'On-Hold' column, count how many cells exceed the value of '88' ",5,G
,,,,,,,,Score,K,43,"In the 'Score' column, count how many cells exceed the value of '43' ",8,K
,,,,,,,,Potassium,I,57,"In the 'Potassium' column, count how many cells exceed the value of '57' ",8,I
,,,,,,,,Carbo,H,70,"In the 'Carbo' column, count how many cells exceed the value of '70' ",5,H
,,,,,,,,Score,J,45,"In the 'Score' column, count how many cells exceed the value of '45' ",6,J
,,,,,,,,Vitamins,K,60,"In the 'Vitamins' column, count how many cells exceed the value of '60' ",7,K
,,,,,,,,Hard,K,66,"In the 'Hard' column, count how many cells exceed the value of '66' ",5,K
,,,,,,,,SugarPercent,J,38,"In the 'SugarPercent' column, count how many cells exceed the value of '38' ",8,J
,,,,,,,,Caramel,G,50,"In the 'Caramel' column, count how many cells exceed the value of '50' ",7,G
,,,,,,,,SugarPercent,I,57,"In the 'SugarPercent' column, count how many cells exceed the value of '57' ",6,I
,,,,,,,,Fandango,H,70,"In the 'Fandango' column, count how many cells exceed the value of '70' ",5,H
,,,,,,,,Hulu,I,76,"In the 'Hulu' column, count how many cells exceed the value of '76' ",8,I
,,,,,,,,PluggedIn,J,54,"In the 'PluggedIn' column, count how many cells exceed the value of '54' ",7,J
,,,,,,,,Netflix,G,57,"In the 'Netflix' column, count how many cells exceed the value of '57' ",6,G
,,,,,,,,Episodes,C,0.9584557641748676,Determine which of the last 5 columns is most positively correalated with the first column named 'Episodes' ,Completed,I
,,,,,,,,Plan to Watch,C,0.9790768125482828,Determine which of the last 5 columns is most positively correalated with the first column named 'Plan to Watch' ,Favorites,L
,,,,,,,,Completed,C,0.9922747576934068,Determine which of the last 5 columns is most positively correalated with the first column named 'Completed' ,Episodes,K
,,,,,,,,Score,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Score' ,Dropped,J
,,,,,,,,Potassium,C,0.9994148327618346,Determine which of the last 5 columns is most positively correalated with the first column named 'Potassium' ,Sugars,K
,,,,,,,,Calories,C,0.9922747576934068,Determine which of the last 5 columns is most positively correalated with the first column named 'Calories' ,Protein,I
,,,,,,,,Iron,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Iron' ,Carbo,J
,,,,,,,,Vitamins,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Vitamins' ,Potassium,L
,,,,,,,,Hard,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Hard' ,Chocolate,L
,,,,,,,,SugarPercent,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'SugarPercent' ,Rating,J
,,,,,,,,Rating,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Rating' ,Chocolate,K
,,,,,,,,Hard,C,0.992274757693407,Determine which of the last 5 columns is most positively correalated with the first column named 'Hard' ,Nougat,I
,,,,,,,,Naver,C,0.9922747576934072,Determine which of the last 5 columns is most positively correalated with the first column named 'Naver' ,Roger Ebert,I
,,,,,,,,MrQE,C,0.9994148327618346,Determine which of the last 5 columns is most positively correalated with the first column named 'MrQE' ,Netflix,L
,,,,,,,,RottenTomatoes,C,0.9994148327618346,Determine which of the last 5 columns is most positively correalated with the first column named 'RottenTomatoes' ,Netflix,K
,,,,,,,,IMDB,C,0.9922747576934068,Determine which of the last 5 columns is most positively correalated with the first column named 'IMDB' ,Fandango,J
,,,,,,,,Completed,L,60 56 53,"In the 'Completed' column, give the row names of the animes with the highest 3 values in descending order ",Hungry Heart-Fighting Animal-Trinity Blood,13 18 27
,,,,,,,,Favorites,I,88 86 83,"In the 'Favorites' column, give the row names of the animes with the highest 3 values in descending order ",Cursing Notebook-Fourth Stage-Hungry Heart,5 18 6
,,,,,,,,Episodes,J,75 73 71,"In the 'Episodes' column, give the row names of the animes with the highest 3 values in descending order ",Fighting Animal-Legendary Forks-First Stage,5 10 11
,,,,,,,,Score,K,74 73 70,"In the 'Score' column, give the row names of the animes with the highest 3 values in descending order ",Helping Alice-Neon Genesis-Queen Kingdom,6 24 22
,,,,,,,,Carbo,H,88 86 83,"In the 'Carbo' column, give the row names of the cereals with the highest 3 values in descending order ",Oatmeal Crisp-Wheat Cream-Grape Flakes,5 19 20
,,,,,,,,Potassium,I,71 70 68,"In the 'Potassium' column, give the row names of the cereals with the highest 3 values in descending order ",Corn Favorite-Frosted Flakes-Natural Bran,22 3 7
,,,,,,,,Score,J,60 56 53,"In the 'Score' column, give the row names of the cereals with the highest 3 values in descending order ",Count Chocula-Wonderful Chex-Almond Delight,7 23 18
,,,,,,,,Vitamins,K,75 73 71,"In the 'Vitamins' column, give the row names of the cereals with the highest 3 values in descending order ",Froot Loops-Count Chocula-Bran Chex,16 10 19
,,,,,,,,Caramel,I,98 97 95,"In the 'Caramel' column, give the row names of the candys with the highest 3 values in descending order ",Hersheys Kisses-Pixie Sticks-Crunch Time,27 31 20
,,,,,,,,Bar,K,75 73 71,"In the 'Bar' column, give the row names of the candys with the highest 3 values in descending order ",Quarter World-Caramel Apple-Life Savers,31 8 26
,,,,,,,,Bar,H,98 84 80,"In the 'Bar' column, give the row names of the candys with the highest 3 values in descending order ",Gob Stopper-One Dime-Red Vines,22 30 14
,,,,,,,,Fruity,L,60 56 53,"In the 'Fruity' column, give the row names of the candys with the highest 3 values in descending order ",Laffy Taffy-Good Bar-Milk Duds,9 28 12
,,,,,,,,Roger Ebert,I,71 70 68,"In the 'Roger Ebert' column, give the row names of the movies with the highest 3 values in descending order ",Adaline Age-Project Almanac-Ricki Flash,21 16 17
,,,,,,,,Metacritic,K,75 73 71,"In the 'Metacritic' column, give the row names of the movies with the highest 3 values in descending order ",Fantastic Four-Flights Up-Hunting Ground,5 21 20
,,,,,,,,Film Comment,H,98 84 80,"In the 'Film Comment' column, give the row names of the movies with the highest 3 values in descending order ",South Paw-Next Door-Black Sea,10 9 20
,,,,,,,,Fandango,J,71 70 68,"In the 'Fandango' column, give the row names of the movies with the highest 3 values in descending order ",Wild Tales-End Tour-Tomorrow land,18 6 10
,,,,,,,,Episodes,D,,"In the 'Episodes' column, calculate a rough estimate of the average value",28.89655172413793,D
,,,,,,,,Members,F,,"In the 'Members' column, calculate a rough estimate of the average value",62.37931034482759,F
,,,,,,,,Completed,E,,"In the 'Completed' column, calculate a rough estimate of the average value",37.86206896551724,E
,,,,,,,,Members,G,,"In the 'Members' column, calculate a rough estimate of the average value",47.6551724137931,G
,,,,,,,,Sugars,F,,"In the 'Sugars' column, calculate a rough estimate of the average value",56.93103448275862,F
,,,,,,,,Score,E,,"In the 'Score' column, calculate a rough estimate of the average value",42.10344827586207,E
,,,,,,,,Vitamins,D,,"In the 'Vitamins' column, calculate a rough estimate of the average value",35.62068965517241,D
,,,,,,,,Potassium,E,,"In the 'Potassium' column, calculate a rough estimate of the average value",52.310344827586206,E
,,,,,,,,Price,G,,"In the 'Price' column, calculate a rough estimate of the average value",37.86206896551724,G
,,,,,,,,Pluribus,D,,"In the 'Pluribus' column, calculate a rough estimate of the average value",35.62068965517241,D
,,,,,,,,Nougat,F,,"In the 'Nougat' column, calculate a rough estimate of the average value",50.241379310344826,F
,,,,,,,,Price,G,,"In the 'Price' column, calculate a rough estimate of the average value",37.86206896551724,G
,,,,,,,,Metacritic,E,,"In the 'Metacritic' column, calculate a rough estimate of the average value",52.310344827586206,E
,,,,,,,,Fandango,G,,"In the 'Fandango' column, calculate a rough estimate of the average value",37.86206896551724,G
,,,,,,,,Metacritic,F,,"In the 'Metacritic' column, calculate a rough estimate of the average value",50.241379310344826,F
,,,,,,,,Hulu,E,,"In the 'Hulu' column, calculate a rough estimate of the average value",52.310344827586206,E
,,,,,,,,Popularity,G,15,"In the 'Popularity' column, find the  with a value equal to '15' ",Attacking Titan,16
,,,,,,,,On-Hold,H,26,"In the 'On-Hold' column, find the  with a value equal to '26' ",Helping Alice,20
,,,,,,,,Watching,I,17,"In the 'Watching' column, find the  with a value equal to '17' ",Beating Music,16
,,,,,,,,On-Hold,J,12,"In the 'On-Hold' column, find the  with a value equal to '12' ",Fafnar Weapon,18
,,,,,,,,Sodium,K,51,"In the 'Sodium' column, find the  with a value equal to '51' ",Bran Chex,17
,,,,,,,,Carbo,H,32,"In the 'Carbo' column, find the  with a value equal to '32' ",Double Chex,19
,,,,,,,,Protein,I,83,"In the 'Protein' column, find the  with a value equal to '83' ",Smile Maker,17
,,,,,,,,Vitamins,K,26,"In the 'Vitamins' column, find the  with a value equal to '26' ",Frosted Flakes,20
,,,,,,,,Bar,J,32,"In the 'Bar' column, find the  with a value equal to '32' ",Jaw Busters,19
,,,,,,,,Bar,K,68,"In the 'Bar' column, find the  with a value equal to '68' ",Haribo Cola,17
,,,,,,,,SugarPercent,L,26,"In the 'SugarPercent' column, find the  with a value equal to '26' ",Hersheys Kisses,11
,,,,,,,,Pluribus,K,15,"In the 'Pluribus' column, find the  with a value equal to '15' ",Red Vines,15
,,,,,,,,IMDB,J,67,"In the 'IMDB' column, find the  with a value equal to '67' ",South Paw,20
,,,,,,,,Hulu,I,79,"In the 'Hulu' column, find the  with a value equal to '79' ",Saint Laurent,18
,,,,,,,,Naver,L,73,"In the 'Naver' column, find the  with a value equal to '73' ",End Tour,19
,,,,,,,,Film Comment,K,31,"In the 'Film Comment' column, find the  with a value equal to '31' ",Next Door,17
