task id,Table PNG,Table Rendering,Dataset Number,Topic,Condition,Repetition,Task,Header,Column,Par 1,Prompt,Answer,Answer Column / Row
2,"task2\T2_DS12_candy_plain4.png",44,12,candy,plain,4,Correlation,Hard,C,0.992274757693407,Determine which of the last 5 columns is most positively correalated with the first column named 'HARD' ,Nougat,I
2,"task2\T2_DS13_movie_zebra1.png",29,13,movie,zebra,1,Correlation,Naver,C,0.9922747576934072,Determine which of the last 5 columns is most positively correalated with the first column named 'NAVER' ,Roger Ebert,I
2,"task2\T2_DS14_movie_zebra2.png",30,14,movie,zebra,2,Correlation,MrQE,C,0.9994148327618346,Determine which of the last 5 columns is most positively correalated with the first column named 'MRQE' ,Netflix,L
2,"task2\T2_DS15_movie_zebra3.png",31,15,movie,zebra,3,Correlation,RottenTomatoes,C,0.9994148327618346,Determine which of the last 5 columns is most positively correalated with the first column named 'ROTTENTOMATOES' ,Netflix,K
2,"task2\T2_DS16_movie_zebra4.png",32,16,movie,zebra,4,Correlation,IMDB,C,0.9922747576934068,Determine which of the last 5 columns is most positively correalated with the first column named 'IMDB' ,Fandango,J
3,"task2\T2_DS1_anime_color1.png",1,1,anime,color,1,Sort,Dropped,L,60 56 53,"In the 'DROPPED' column, give the row names of the animes with the highest 3 values in descending order ",Fafnar Weapon-Connect Angel-Dragon Ball,13 18 27
3,"DS2_anime_color2.png",2,2,anime,color,2,Sort,Popularity,I,88 86 83,"In the 'POPULARITY' column, give the row names of the animes with the highest 3 values in descending order ",Different Life-Connect Angel-Assassian World,5 18 6
3,"DS3_anime_color3.png",3,3,anime,color,3,Sort,On-Hold,J,75 73 71,"In the 'ON-HOLD' column, give the row names of the animes with the highest 3 values in descending order ",Dragon Ball-Different Life-Connect Angel,5 10 11
3,"DS4_anime_color4.png",4,4,anime,color,4,Sort,Members,K,74 73 70,"In the 'MEMBERS' column, give the row names of the animes with the highest 3 values in descending order ",Different Life-Fafnar Weapon-Travel World,6 24 22
3,"DS5_cereal_bar1.png",53,5,cereal,bar,1,Sort,Calories,H,88 86 83,"In the 'CALORIES' column, give the row names of the cereals with the highest 3 values in descending order ",Lucky Charms-Smile Maker-Wonderful Chex,5 19 20
3,"DS6_cereal_bar2.png",54,6,cereal,bar,2,Sort,Potassium,I,71 70 68,"In the 'POTASSIUM' column, give the row names of the cereals with the highest 3 values in descending order ",Froot Loops-Almond Delight-Post Nat,22 3 7
3,"DS7_cereal_bar3.png",55,7,cereal,bar,3,Sort,Carbo,J,60 56 53,"In the 'CARBO' column, give the row names of the cereals with the highest 3 values in descending order ",Fruity Pebbles-Colorful Bran-Cap Crunch,7 23 18
3,"DS8_cereal_bar4.png",56,8,cereal,bar,4,Sort,Sugars,K,75 73 71,"In the 'SUGARS' column, give the row names of the cereals with the highest 3 values in descending order ",Cap Crunch-Fruit Fibre-Colorful Bran,16 10 19
3,"DS9_candy_plain1.png",41,9,candy,plain,1,Sort,SugarPercent,H,98 84 80,"In the 'SUGARPERCENT' column, give the row names of the candys with the highest 3 values in descending order ",Gold Bears-Milk Duds-Berry Chews,30 9 11
3,"DS10_candy_plain2.png",42,10,candy,plain,2,Sort,Chocolate,K,75 73 71,"In the 'CHOCOLATE' column, give the row names of the candys with the highest 3 values in descending order ",Milk Duds-Fruit Chews-Now Later,31 8 26
3,"DS11_candy_plain3.png",43,11,candy,plain,3,Sort,Almond,L,75 73 71,"In the 'ALMOND' column, give the row names of the candys with the highest 3 values in descending order ",Pop Rocks-Pixie Sticks-Junior Mints,27 12 28
3,"DS12_candy_plain4.png",44,12,candy,plain,4,Sort,Pluribus,J,98 97 95,"In the 'PLURIBUS' column, give the row names of the candys with the highest 3 values in descending order ",Milk Duds-Boston Beans-Hersheys Kisses,30 19 16
3,"DS13_movie_zebra1.png",29,13,movie,zebra,1,Sort,Roger Ebert,I,71 70 68,"In the 'ROGER EBERT' column, give the row names of the movies with the highest 3 values in descending order ",End Tour-Black White-My Dreams,21 16 17
3,"DS14_movie_zebra2.png",30,14,movie,zebra,2,Sort,Fandango,K,75 73 71,"In the 'FANDANGO' column, give the row names of the movies with the highest 3 values in descending order ",Black Sea-Water Diviner-Hunting Ground,5 21 20
3,"DS15_movie_zebra3.png",31,15,movie,zebra,3,Sort,RottenTomatoes,H,98 84 80,"In the 'ROTTENTOMATOES' column, give the row names of the movies with the highest 3 values in descending order ",Crazy Adventure-Fantastic Four-Black Sea,10 9 20
3,"DS16_movie_zebra4.png",32,16,movie,zebra,4,Sort,Naver,J,71 70 68,"In the 'NAVER' column, give the row names of the movies with the highest 3 values in descending order ",Wild Tales-Teenage Girl -My Dreams,18 6 10
4,"DS1_anime_color1.png",1,1,anime,color,1,Estimate Average,Score,D,,"In the 'SCORE' column, calculate a rough estimate of the average value",28.89655172413793,D
4,"DS2_anime_color2.png",2,2,anime,color,2,Estimate Average,Episodes,F,,"In the 'EPISODES' column, calculate a rough estimate of the average value",62.37931034482759,F
4,"DS3_anime_color3.png",3,3,anime,color,3,Estimate Average,Members,E,,"In the 'MEMBERS' column, calculate a rough estimate of the average value",37.86206896551724,E
4,"DS4_anime_color4.png",4,4,anime,color,4,Estimate Average,Favorites,G,,"In the 'FAVORITES' column, calculate a rough estimate of the average value",47.6551724137931,G
4,"DS5_cereal_bar1.png",53,5,cereal,bar,1,Estimate Average,Vitamins,F,,"In the 'VITAMINS' column, calculate a rough estimate of the average value",56.93103448275862,F
4,"DS6_cereal_bar2.png",54,6,cereal,bar,2,Estimate Average,Calories,E,,"In the 'CALORIES' column, calculate a rough estimate of the average value",42.10344827586207,E
4,"DS7_cereal_bar3.png",55,7,cereal,bar,3,Estimate Average,Sugars,D,,"In the 'SUGARS' column, calculate a rough estimate of the average value",35.62068965517241,D
4,"DS8_cereal_bar4.png",56,8,cereal,bar,4,Estimate Average,Calories,E,,"In the 'CALORIES' column, calculate a rough estimate of the average value",52.310344827586206,E
4,"DS9_candy_plain1.png",41,9,candy,plain,1,Estimate Average,Caramel,G,,"In the 'CARAMEL' column, calculate a rough estimate of the average value",37.86206896551724,G
4,"DS10_candy_plain2.png",42,10,candy,plain,2,Estimate Average,Almond,D,,"In the 'ALMOND' column, calculate a rough estimate of the average value",35.62068965517241,D
4,"DS11_candy_plain3.png",43,11,candy,plain,3,Estimate Average,Caramel,F,,"In the 'CARAMEL' column, calculate a rough estimate of the average value",50.241379310344826,F
4,"DS12_candy_plain4.png",44,12,candy,plain,4,Estimate Average,Fruity,G,,"In the 'FRUITY' column, calculate a rough estimate of the average value",37.86206896551724,G
4,"DS13_movie_zebra1.png",29,13,movie,zebra,1,Estimate Average,MrQE,E,,"In the 'MRQE' column, calculate a rough estimate of the average value",52.310344827586206,E
4,"DS14_movie_zebra2.png",30,14,movie,zebra,2,Estimate Average,IMDB,G,,"In the 'IMDB' column, calculate a rough estimate of the average value",37.86206896551724,G
4,"DS15_movie_zebra3.png",31,15,movie,zebra,3,Estimate Average,Netflix,F,,"In the 'NETFLIX' column, calculate a rough estimate of the average value",50.241379310344826,F
4,"DS16_movie_zebra4.png",32,16,movie,zebra,4,Estimate Average,Roger Ebert,E,,"In the 'ROGER EBERT' column, calculate a rough estimate of the average value",52.310344827586206,E
5,"DS1_anime_color1.png",1,1,anime,color,1,Retrieve Value,Members,G,15,"In the 'MEMBERS' column, find the  with a value equal to '15' ",Metal Panic,16
5,"DS2_anime_color2.png",2,2,anime,color,2,Retrieve Value,Ranked,H,26,"In the 'RANKED' column, find the  with a value equal to '26' ",Monster Hunter,20
5,"DS3_anime_color3.png",3,3,anime,color,3,Retrieve Value,Dropped,I,17,"In the 'DROPPED' column, find the  with a value equal to '17' ",Magical Warfare,16
5,"DS4_anime_color4.png",4,4,anime,color,4,Retrieve Value,Dropped,J,12,"In the 'DROPPED' column, find the  with a value equal to '12' ",Metal Panic,18
5,"DS5_cereal_bar1.png",53,5,cereal,bar,1,Retrieve Value,Protein,K,51,"In the 'PROTEIN' column, find the  with a value equal to '51' ",Mini Wheats,17
5,"DS6_cereal_bar2.png",54,6,cereal,bar,2,Retrieve Value,Sodium,H,32,"In the 'SODIUM' column, find the  with a value equal to '32' ",Colorful Bran,19
5,"DS7_cereal_bar3.png",55,7,cereal,bar,3,Retrieve Value,Calories,I,83,"In the 'CALORIES' column, find the  with a value equal to '83' ",Corn Favorite,17
5,"DS8_cereal_bar4.png",56,8,cereal,bar,4,Retrieve Value,Sugars,K,26,"In the 'SUGARS' column, find the  with a value equal to '26' ",Double Chex,20
5,"DS9_candy_plain1.png",41,9,candy,plain,1,Retrieve Value,Bar,J,32,"In the 'BAR' column, find the  with a value equal to '32' ",Fun Dips,19
5,"DS10_candy_plain2.png",42,10,candy,plain,2,Retrieve Value,Chocolate,K,68,"In the 'CHOCOLATE' column, find the  with a value equal to '68' ",Root Barrels,17
5,"DS11_candy_plain3.png",43,11,candy,plain,3,Retrieve Value,Almond,L,26,"In the 'ALMOND' column, find the  with a value equal to '26' ",Reese Pieces,11
5,"DS12_candy_plain4.png",44,12,candy,plain,4,Retrieve Value,Caramel,K,15,"In the 'CARAMEL' column, find the  with a value equal to '15' ",Fruit Chews,15
5,"DS13_movie_zebra1.png",29,13,movie,zebra,1,Retrieve Value,Film Comment,J,67,"In the 'FILM COMMENT' column, find the  with a value equal to '67' ",Black Sea,20
5,"DS14_movie_zebra2.png",30,14,movie,zebra,2,Retrieve Value,PluggedIn,I,79,"In the 'PLUGGEDIN' column, find the  with a value equal to '79' ",Hot Pursuit,18
5,"DS15_movie_zebra3.png",31,15,movie,zebra,3,Retrieve Value,Naver,L,73,"In the 'NAVER' column, find the  with a value equal to '73' ",South Paw,19
5,"DS16_movie_zebra4.png",32,16,movie,zebra,4,Retrieve Value,Film Comment,K,31,"In the 'FILM COMMENT' column, find the  with a value equal to '31' ",Fantastic Four,17
