task id,Table PNG,Table Rendering,Dataset Number,Topic,Condition,Repetition,Task,Header,Column,Par 1,Prompt,Answer,Answer Column / Row
1,"DS14_movie_plain2.png",46,14,movie,plain,2,Filter,MrQE,I,76,"In the 'MRQE' column, count how many cells exceed the value of '76' ",8,I
1,"DS15_movie_plain3.png",47,15,movie,plain,3,Filter,Netflix,J,54,"In the 'NETFLIX' column, count how many cells exceed the value of '54' ",7,J
1,"DS16_movie_plain4.png",48,16,movie,plain,4,Filter,Hulu,G,57,"In the 'HULU' column, count how many cells exceed the value of '57' ",6,G
2,"task2\T2_DS1_anime_zebra1.png",17,1,anime,zebra,1,Correlation,Episodes,C,0.9584557641748676,Determine which of the last 5 columns is most positively correalated with the first column named 'EPISODES' ,Completed,I
2,"task2\T2_DS2_anime_zebra2.png",18,2,anime,zebra,2,Correlation,Plan to Watch,C,0.9790768125482828,Determine which of the last 5 columns is most positively correalated with the first column named 'PLAN TO WATCH' ,Favorites,L
2,"task2\T2_DS3_anime_zebra3.png",19,3,anime,zebra,3,Correlation,Completed,C,0.9922747576934068,Determine which of the last 5 columns is most positively correalated with the first column named 'COMPLETED' ,Episodes,K
2,"task2\T2_DS4_anime_zebra4.png",20,4,anime,zebra,4,Correlation,Score,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'SCORE' ,Dropped,J
2,"task2\T2_DS5_cereal_bar1.png",53,5,cereal,bar,1,Correlation,Potassium,C,0.9994148327618346,Determine which of the last 5 columns is most positively correalated with the first column named 'POTASSIUM' ,Sugars,K
2,"task2\T2_DS6_cereal_bar2.png",54,6,cereal,bar,2,Correlation,Calories,C,0.9922747576934068,Determine which of the last 5 columns is most positively correalated with the first column named 'CALORIES' ,Protein,I
2,"task2\T2_DS7_cereal_bar3.png",55,7,cereal,bar,3,Correlation,Iron,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'IRON' ,Carbo,J
2,"task2\T2_DS8_cereal_bar4.png",56,8,cereal,bar,4,Correlation,Vitamins,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'VITAMINS' ,Potassium,L
2,"task2\T2_DS9_candy_color1.png",9,9,candy,color,1,Correlation,Hard,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'HARD' ,Chocolate,L
2,"task2\T2_DS10_candy_color2.png",10,10,candy,color,2,Correlation,SugarPercent,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'SUGARPERCENT' ,Rating,J
2,"task2\T2_DS11_candy_color3.png",11,11,candy,color,3,Correlation,Rating,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'RATING' ,Chocolate,K
2,"task2\T2_DS12_candy_color4.png",12,12,candy,color,4,Correlation,Hard,C,0.992274757693407,Determine which of the last 5 columns is most positively correalated with the first column named 'HARD' ,Nougat,I
2,"task2\T2_DS13_movie_plain1.png",45,13,movie,plain,1,Correlation,Naver,C,0.9922747576934072,Determine which of the last 5 columns is most positively correalated with the first column named 'NAVER' ,Roger Ebert,I
2,"task2\T2_DS14_movie_plain2.png",46,14,movie,plain,2,Correlation,MrQE,C,0.9994148327618346,Determine which of the last 5 columns is most positively correalated with the first column named 'MRQE' ,Netflix,L
2,"task2\T2_DS15_movie_plain3.png",47,15,movie,plain,3,Correlation,RottenTomatoes,C,0.9994148327618346,Determine which of the last 5 columns is most positively correalated with the first column named 'ROTTENTOMATOES' ,Netflix,K
2,"task2\T2_DS16_movie_plain4.png",48,16,movie,plain,4,Correlation,IMDB,C,0.9922747576934068,Determine which of the last 5 columns is most positively correalated with the first column named 'IMDB' ,Fandango,J
3,"DS1_anime_zebra1.png",17,1,anime,zebra,1,Sort,Completed,L,60 56 53,"In the 'COMPLETED' column, give the row names of the animes with the highest 3 values in descending order ",Hungry Heart-Fighting Animal-Trinity Blood,13 18 27
3,"DS2_anime_zebra2.png",18,2,anime,zebra,2,Sort,Favorites,I,88 86 83,"In the 'FAVORITES' column, give the row names of the animes with the highest 3 values in descending order ",Cursing Notebook-Fourth Stage-Hungry Heart,5 18 6
3,"DS3_anime_zebra3.png",19,3,anime,zebra,3,Sort,Episodes,J,75 73 71,"In the 'EPISODES' column, give the row names of the animes with the highest 3 values in descending order ",Fighting Animal-Legendary Forks-First Stage,5 10 11
3,"DS4_anime_zebra4.png",20,4,anime,zebra,4,Sort,Score,K,74 73 70,"In the 'SCORE' column, give the row names of the animes with the highest 3 values in descending order ",Helping Alice-Neon Genesis-Queen Kingdom,6 24 22
3,"DS5_cereal_bar1.png",53,5,cereal,bar,1,Sort,Calories,H,88 86 83,"In the 'CALORIES' column, give the row names of the cereals with the highest 3 values in descending order ",Lucky Charms-Smile Maker-Wonderful Chex,5 19 20
3,"DS6_cereal_bar2.png",54,6,cereal,bar,2,Sort,Potassium,I,71 70 68,"In the 'POTASSIUM' column, give the row names of the cereals with the highest 3 values in descending order ",Froot Loops-Almond Delight-Post Nat,22 3 7
3,"DS7_cereal_bar3.png",55,7,cereal,bar,3,Sort,Carbo,J,60 56 53,"In the 'CARBO' column, give the row names of the cereals with the highest 3 values in descending order ",Fruity Pebbles-Colorful Bran-Cap Crunch,7 23 18
3,"DS8_cereal_bar4.png",56,8,cereal,bar,4,Sort,Sugars,K,75 73 71,"In the 'SUGARS' column, give the row names of the cereals with the highest 3 values in descending order ",Cap Crunch-Fruit Fibre-Colorful Bran,16 10 19
3,"DS9_candy_color1.png",9,9,candy,color,1,Sort,Caramel,I,98 97 95,"In the 'CARAMEL' column, give the row names of the candys with the highest 3 values in descending order ",Hersheys Kisses-Pixie Sticks-Crunch Time,27 31 20
3,"DS10_candy_color2.png",10,10,candy,color,2,Sort,Bar,K,75 73 71,"In the 'BAR' column, give the row names of the candys with the highest 3 values in descending order ",Quarter World-Caramel Apple-Life Savers,31 8 26
3,"DS11_candy_color3.png",11,11,candy,color,3,Sort,Bar,H,98 84 80,"In the 'BAR' column, give the row names of the candys with the highest 3 values in descending order ",Gob Stopper-One Dime-Red Vines,22 30 14
3,"DS12_candy_color4.png",12,12,candy,color,4,Sort,Fruity,L,60 56 53,"In the 'FRUITY' column, give the row names of the candys with the highest 3 values in descending order ",Laffy Taffy-Good Bar-Milk Duds,9 28 12
3,"DS13_movie_plain1.png",45,13,movie,plain,1,Sort,PluggedIn,I,71 70 68,"In the 'PLUGGEDIN' column, give the row names of the movies with the highest 3 values in descending order ",About Elly-Black White-Divergent Series,21 16 17
3,"DS14_movie_plain2.png",46,14,movie,plain,2,Sort,Metacritic,K,75 73 71,"In the 'METACRITIC' column, give the row names of the movies with the highest 3 values in descending order ",Irrational Man -Teenage Girl -Mapping Stars,5 21 20
3,"DS15_movie_plain3.png",47,15,movie,plain,3,Sort,Fandango,H,98 84 80,"In the 'FANDANGO' column, give the row names of the movies with the highest 3 values in descending order ",Teenage Girl -Irrational Man -Next Door,10 9 20
3,"DS16_movie_plain4.png",48,16,movie,plain,4,Sort,Netflix,J,71 70 68,"In the 'NETFLIX' column, give the row names of the movies with the highest 3 values in descending order ",Welcome Home-About Elly-Irrational Man ,18 6 10
4,"DS1_anime_zebra1.png",17,1,anime,zebra,1,Estimate Average,Episodes,D,,"In the 'EPISODES' column, calculate a rough estimate of the average value",28.89655172413793,D
4,"DS2_anime_zebra2.png",18,2,anime,zebra,2,Estimate Average,Members,F,,"In the 'MEMBERS' column, calculate a rough estimate of the average value",62.37931034482759,F
4,"DS3_anime_zebra3.png",19,3,anime,zebra,3,Estimate Average,Completed,E,,"In the 'COMPLETED' column, calculate a rough estimate of the average value",37.86206896551724,E
4,"DS4_anime_zebra4.png",20,4,anime,zebra,4,Estimate Average,Members,G,,"In the 'MEMBERS' column, calculate a rough estimate of the average value",47.6551724137931,G
4,"DS5_cereal_bar1.png",53,5,cereal,bar,1,Estimate Average,Vitamins,F,,"In the 'VITAMINS' column, calculate a rough estimate of the average value",56.93103448275862,F
4,"DS6_cereal_bar2.png",54,6,cereal,bar,2,Estimate Average,Calories,E,,"In the 'CALORIES' column, calculate a rough estimate of the average value",42.10344827586207,E
4,"DS7_cereal_bar3.png",55,7,cereal,bar,3,Estimate Average,Sugars,D,,"In the 'SUGARS' column, calculate a rough estimate of the average value",35.62068965517241,D
4,"DS8_cereal_bar4.png",56,8,cereal,bar,4,Estimate Average,Calories,E,,"In the 'CALORIES' column, calculate a rough estimate of the average value",52.310344827586206,E
4,"DS9_candy_color1.png",9,9,candy,color,1,Estimate Average,Price,G,,"In the 'PRICE' column, calculate a rough estimate of the average value",37.86206896551724,G
4,"DS10_candy_color2.png",10,10,candy,color,2,Estimate Average,Pluribus,D,,"In the 'PLURIBUS' column, calculate a rough estimate of the average value",35.62068965517241,D
4,"DS11_candy_color3.png",11,11,candy,color,3,Estimate Average,Nougat,F,,"In the 'NOUGAT' column, calculate a rough estimate of the average value",50.241379310344826,F
4,"DS12_candy_color4.png",12,12,candy,color,4,Estimate Average,Price,G,,"In the 'PRICE' column, calculate a rough estimate of the average value",37.86206896551724,G
4,"DS13_movie_plain1.png",45,13,movie,plain,1,Estimate Average,Fandango,E,,"In the 'FANDANGO' column, calculate a rough estimate of the average value",52.310344827586206,E
4,"DS14_movie_plain2.png",46,14,movie,plain,2,Estimate Average,Roger Ebert,G,,"In the 'ROGER EBERT' column, calculate a rough estimate of the average value",37.86206896551724,G
4,"DS15_movie_plain3.png",47,15,movie,plain,3,Estimate Average,RottenTomatoes,F,,"In the 'ROTTENTOMATOES' column, calculate a rough estimate of the average value",50.241379310344826,F
4,"DS16_movie_plain4.png",48,16,movie,plain,4,Estimate Average,IMDB,E,,"In the 'IMDB' column, calculate a rough estimate of the average value",52.310344827586206,E
5,"DS1_anime_zebra1.png",17,1,anime,zebra,1,Retrieve Value,Popularity,G,15,"In the 'POPULARITY' column, find the anime with a value equal to '15' ",Attacking Titan,16
5,"DS2_anime_zebra2.png",18,2,anime,zebra,2,Retrieve Value,On-Hold,H,26,"In the 'ON-HOLD' column, find the anime with a value equal to '26' ",Helping Alice,20
5,"DS3_anime_zebra3.png",19,3,anime,zebra,3,Retrieve Value,Watching,I,17,"In the 'WATCHING' column, find the anime with a value equal to '17' ",Beating Music,16
5,"DS4_anime_zebra4.png",20,4,anime,zebra,4,Retrieve Value,On-Hold,J,12,"In the 'ON-HOLD' column, find the anime with a value equal to '12' ",Fafnar Weapon,18
5,"DS5_cereal_bar1.png",53,5,cereal,bar,1,Retrieve Value,Protein,K,51,"In the 'PROTEIN' column, find the cereal with a value equal to '51' ",Mini Wheats,17
5,"DS6_cereal_bar2.png",54,6,cereal,bar,2,Retrieve Value,Sodium,H,32,"In the 'SODIUM' column, find the cereal with a value equal to '32' ",Colorful Bran,19
5,"DS7_cereal_bar3.png",55,7,cereal,bar,3,Retrieve Value,Calories,I,83,"In the 'CALORIES' column, find the cereal with a value equal to '83' ",Corn Favorite,17
5,"DS8_cereal_bar4.png",56,8,cereal,bar,4,Retrieve Value,Sugars,K,26,"In the 'SUGARS' column, find the cereal with a value equal to '26' ",Double Chex,20
5,"DS9_candy_color1.png",9,9,candy,color,1,Retrieve Value,Bar,J,32,"In the 'BAR' column, find the candy with a value equal to '32' ",Jaw Busters,19
5,"DS10_candy_color2.png",10,10,candy,color,2,Retrieve Value,Bar,K,68,"In the 'BAR' column, find the candy with a value equal to '68' ",Haribo Cola,17
5,"DS11_candy_color3.png",11,11,candy,color,3,Retrieve Value,Sugarpercent,L,26,"In the 'SugarPercent' column, find the candy with a value equal to '26' ",Hersheys Kisses,11
5,"DS12_candy_color4.png",12,12,candy,color,4,Retrieve Value,Pluribus,K,15,"In the 'PLURIBUS' column, find the candy with a value equal to '15' ",Red Vines,15
5,"DS13_movie_plain1.png",45,13,movie,plain,1,Retrieve Value,RottenTomatoes,J,67,"In the 'ROTTENTOMATOES' column, find the movie with a value equal to '67' ",Welcome Home,20
5,"DS14_movie_plain2.png",46,14,movie,plain,2,Retrieve Value,MrQE,I,79,"In the 'MRQE' column, find the movie with a value equal to '79' ",Tomorrow land,18
5,"DS15_movie_plain3.png",47,15,movie,plain,3,Retrieve Value,Film Comment,L,73,"In the 'FILM COMMENT' column, find the movie with a value equal to '73' ",Adaline Age,19
5,"DS16_movie_plain4.png",48,16,movie,plain,4,Retrieve Value,PluggedIn,K,31,"In the 'PLUGGEDIN' column, find the movie with a value equal to '31' ",Still Alice,17
