task id,Table PNG,Table Rendering,Dataset Number,Topic,Condition,Repetition,Task,1Header, 1Column,1Par 1,1Prompt ,1Answer,1Answer Column / Row,2Header,2Column,2Par 1,2Prompt , 2Answer, 2Answer Column / Row,3Header,3Column,3Par 1, 3Prompt ,3Expected Answer, 3Answer Column / Row, 4Header, 4Column,4Par 1,4Prompt,4Answer,4Answer Column / Row, 5Header, 5Column,5Par1,5Prompt,5Answer,5Answer Column / Row
2,DS4_anime_color4.png,4,4,anime,color,4,Correlation,Members,K,43,"In the 'Members' column, count how many cells exceed the value of '43' ",8,K,Score,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Score' ,Dropped,J,Members,K,74 73 70,"In the 'Members' column, give the row names of the animes with the highest 3 values in descending order ",Different Life-Fafnar Weapon-Travel World,6 24 22,Favorites,G,,"In the 'Favorites' column, calculate a rough estimate of the average value",47.6551724137931,G,Dropped,J,12,"In the 'Dropped' column, find the  with a value equal to '12' ",Metal Panic,18
2,DS5_cereal_zebra1.png,21,5,cereal,zebra,1,Correlation,Sodium,I,57,"In the 'Sodium' column, count how many cells exceed the value of '57' ",8,I,Potassium,C,0.9994148327618346,Determine which of the last 5 columns is most positively correalated with the first column named 'Potassium' ,Sugars,K,Vitamins,H,88 86 83,"In the 'Vitamins' column, give the row names of the cereals with the highest 3 values in descending order ",Cap Crunch-Corn Favorite-Raisin Bran,5 19 20,Fiber,F,,"In the 'Fiber' column, calculate a rough estimate of the average value",56.93103448275862,F,Sugars,K,51,"In the 'Sugars' column, find the  with a value equal to '51' ",Wonderful Chex,17
2,DS6_cereal_zebra2.png,22,6,cereal,zebra,2,Correlation,Score,H,70,"In the 'Score' column, count how many cells exceed the value of '70' ",5,H,Calories,C,0.9922747576934068,Determine which of the last 5 columns is most positively correalated with the first column named 'Calories' ,Protein,I,Protein,I,71 70 68,"In the 'Protein' column, give the row names of the cereals with the highest 3 values in descending order ",Smile Maker-Natural Bran-Fruity Pebbles,22 3 7,Fiber,G,,"In the 'Fiber' column, calculate a rough estimate of the average value",52.310344827586206,G,Score,H,32,"In the 'Score' column, find the  with a value equal to '32' ",Wheat Cream,19
2,DS7_cereal_zebra3.png,23,7,cereal,zebra,3,Correlation,Carbo,J,45,"In the 'Carbo' column, count how many cells exceed the value of '45' ",6,J,Iron,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Iron' ,Carbo,J,Carbo,J,60 56 53,"In the 'Carbo' column, give the row names of the cereals with the highest 3 values in descending order ",Cinnamon Toast-Cap Crunch-Mini Wheats,7 23 18,Sugars,D,,"In the 'Sugars' column, calculate a rough estimate of the average value",35.62068965517241,D,Protein,I,83,"In the 'Protein' column, find the  with a value equal to '83' ",Lucky Charms,17
2,DS8_cereal_zebra4.png,24,8,cereal,zebra,4,Correlation,Sodium,K,60,"In the 'Sodium' column, count how many cells exceed the value of '60' ",7,K,Vitamins,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Vitamins' ,Potassium,L,Sodium,K,75 73 71,"In the 'Sodium' column, give the row names of the cereals with the highest 3 values in descending order ",Wonderful Chex-Bran Chex-Raisin Bran,16 10 19,Score,E,,"In the 'Score' column, calculate a rough estimate of the average value",52.310344827586206,E,Sodium,K,26,"In the 'Sodium' column, find the  with a value equal to '26' ",Wheat Cream,20
2,DS9_candy_bar1.png,57,9,candy,bar,1,Correlation,Rating,K,66,"In the 'Rating' column, count how many cells exceed the value of '66' ",5,K,Hard,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Hard' ,Chocolate,L,Caramel,H,98 84 80,"In the 'Caramel' column, give the row names of the candys with the highest 3 values in descending order ",Lemon Head-Junior Mints-Gob Stopper,30 9 11,Chocolate,G,,"In the 'Chocolate' column, calculate a rough estimate of the average value",37.86206896551724,G,Pluribus,J,32,"In the 'Pluribus' column, find the  with a value equal to '32' ",Pixie Sticks,19
2,DS10_candy_bar2.png,58,10,candy,bar,2,Correlation,Caramel,J,38,"In the 'Caramel' column, count how many cells exceed the value of '38' ",8,J,SugarPercent,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'SugarPercent' ,Rating,J,Price,K,75 73 71,"In the 'Price' column, give the row names of the candys with the highest 3 values in descending order ",Now Later-Milk Duds-Crunch Time,31 8 26,Nougat,D,,"In the 'Nougat' column, calculate a rough estimate of the average value",35.62068965517241,D,Price,K,68,"In the 'Price' column, find the  with a value equal to '68' ",Hersheys Kisses,17
2,DS11_candy_bar3.png,59,11,candy,bar,3,Correlation,SugarPercent,G,50,"In the 'SugarPercent' column, count how many cells exceed the value of '50' ",7,G,Rating,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Rating' ,Chocolate,K,Rating,L,75 73 71,"In the 'Rating' column, give the row names of the candys with the highest 3 values in descending order ",Milk Duds-Air Heads-Caramel Apple,27 12 28,Fruity,F,,"In the 'Fruity' column, calculate a rough estimate of the average value",50.241379310344826,F,Rating,L,26,"In the 'Rating' column, find the  with a value equal to '26' ",Fruit Chews,11
2,DS12_candy_bar4.png,60,12,candy,bar,4,Correlation,Bar,I,57,"In the 'Bar' column, count how many cells exceed the value of '57' ",6,I,Hard,C,0.992274757693407,Determine which of the last 5 columns is most positively correalated with the first column named 'Hard' ,Nougat,I,Almond,J,98 97 95,"In the 'Almond' column, give the row names of the candys with the highest 3 values in descending order ",Reese Pieces-Cheese Bears-Berry Chews,30 19 16,SugarPercent,G,,"In the 'SugarPercent' column, calculate a rough estimate of the average value",37.86206896551724,G,Rating,K,15,"In the 'Rating' column, find the  with a value equal to '15' ",Quarter World,15
2,DS13_movie_plain1.png,45,13,movie,plain,1,Correlation,Hulu,H,70,"In the 'Hulu' column, count how many cells exceed the value of '70' ",5,H,Naver,C,0.9922747576934072,Determine which of the last 5 columns is most positively correalated with the first column named 'Naver' ,Roger Ebert,I,PluggedIn,I,71 70 68,"In the 'PluggedIn' column, give the row names of the movies with the highest 3 values in descending order ",About Elly-Black White-Divergent Series,21 16 17,Fandango,E,,"In the 'Fandango' column, calculate a rough estimate of the average value",52.310344827586206,E,RottenTomatoes,J,67,"In the 'RottenTomatoes' column, find the  with a value equal to '67' ",Welcome Home,20
2,DS14_movie_plain2.png,46,14,movie,plain,2,Correlation,MrQE,I,76,"In the 'MrQE' column, count how many cells exceed the value of '76' ",8,I,MrQE,C,0.9994148327618346,Determine which of the last 5 columns is most positively correalated with the first column named 'MrQE' ,Netflix,L,Metacritic,K,75 73 71,"In the 'Metacritic' column, give the row names of the movies with the highest 3 values in descending order ",Irrational Man -Teenage Girl -Mapping Stars,5 21 20,Roger Ebert,G,,"In the 'Roger Ebert' column, calculate a rough estimate of the average value",37.86206896551724,G,MrQE,I,79,"In the 'MrQE' column, find the  with a value equal to '79' ",Tomorrow land,18
2,DS15_movie_plain3.png,47,15,movie,plain,3,Correlation,Netflix,J,54,"In the 'Netflix' column, count how many cells exceed the value of '54' ",7,J,RottenTomatoes,C,0.9994148327618346,Determine which of the last 5 columns is most positively correalated with the first column named 'RottenTomatoes' ,Netflix,K,Fandango,H,98 84 80,"In the 'Fandango' column, give the row names of the movies with the highest 3 values in descending order ",Teenage Girl -Irrational Man -Next Door,10 9 20,RottenTomatoes,F,,"In the 'RottenTomatoes' column, calculate a rough estimate of the average value",50.241379310344826,F,Film Comment,L,73,"In the 'Film Comment' column, find the  with a value equal to '73' ",Adaline Age,19
2,DS16_movie_plain4.png,48,16,movie,plain,4,Correlation,Hulu,G,57,"In the 'Hulu' column, count how many cells exceed the value of '57' ",6,G,IMDB,C,0.9922747576934068,Determine which of the last 5 columns is most positively correalated with the first column named 'IMDB' ,Fandango,J,Netflix,J,71 70 68,"In the 'Netflix' column, give the row names of the movies with the highest 3 values in descending order ",Welcome Home-About Elly-Irrational Man ,18 6 10,IMDB,E,,"In the 'IMDB' column, calculate a rough estimate of the average value",52.310344827586206,E,PluggedIn,K,31,"In the 'PluggedIn' column, find the  with a value equal to '31' ",Still Alice,17
3,DS1_anime_color1.png,1,1,anime,color,1,Sort,Watching,J,80,"In the 'Watching' column, count how many cells exceed the value of '80' ",7,J,Episodes,C,0.9584557641748676,Determine which of the last 5 columns is most positively correalated with the first column named 'Episodes' ,Completed,I,Dropped,L,60 56 53,"In the 'Dropped' column, give the row names of the animes with the highest 3 values in descending order ",Fafnar Weapon-Connect Angel-Dragon Ball,13 18 27,Score,D,,"In the 'Score' column, calculate a rough estimate of the average value",28.89655172413793,D,Members,G,15,"In the 'Members' column, find the  with a value equal to '15' ",Metal Panic,16
3,DS2_anime_color2.png,2,2,anime,color,2,Sort,Popularity,I,70,"In the 'Popularity' column, count how many cells exceed the value of '70' ",6,I,Plan to Watch,C,0.9790768125482828,Determine which of the last 5 columns is most positively correalated with the first column named 'Plan to Watch' ,Favorites,L,Popularity,I,88 86 83,"In the 'Popularity' column, give the row names of the animes with the highest 3 values in descending order ",Different Life-Connect Angel-Assassian World,5 18 6,Episodes,F,,"In the 'Episodes' column, calculate a rough estimate of the average value",62.37931034482759,F,Ranked,H,26,"In the 'Ranked' column, find the  with a value equal to '26' ",Monster Hunter,20
3,DS3_anime_color3.png,3,3,anime,color,3,Sort,Watching,G,88,"In the 'Watching' column, count how many cells exceed the value of '88' ",5,G,Completed,C,0.9922747576934068,Determine which of the last 5 columns is most positively correalated with the first column named 'Completed' ,Episodes,K,On-Hold,J,75 73 71,"In the 'On-Hold' column, give the row names of the animes with the highest 3 values in descending order ",Dragon Ball-Different Life-Connect Angel,5 10 11,Members,E,,"In the 'Members' column, calculate a rough estimate of the average value",37.86206896551724,E,Dropped,I,17,"In the 'Dropped' column, find the  with a value equal to '17' ",Magical Warfare,16
3,DS4_anime_color4.png,4,4,anime,color,4,Sort,Members,K,43,"In the 'Members' column, count how many cells exceed the value of '43' ",8,K,Score,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Score' ,Dropped,J,Members,K,74 73 70,"In the 'Members' column, give the row names of the animes with the highest 3 values in descending order ",Different Life-Fafnar Weapon-Travel World,6 24 22,Favorites,G,,"In the 'Favorites' column, calculate a rough estimate of the average value",47.6551724137931,G,Dropped,J,12,"In the 'Dropped' column, find the  with a value equal to '12' ",Metal Panic,18
3,DS5_cereal_zebra1.png,21,5,cereal,zebra,1,Sort,Sodium,I,57,"In the 'Sodium' column, count how many cells exceed the value of '57' ",8,I,Potassium,C,0.9994148327618346,Determine which of the last 5 columns is most positively correalated with the first column named 'Potassium' ,Sugars,K,Vitamins,H,88 86 83,"In the 'Vitamins' column, give the row names of the cereals with the highest 3 values in descending order ",Cap Crunch-Corn Favorite-Raisin Bran,5 19 20,Fiber,F,,"In the 'Fiber' column, calculate a rough estimate of the average value",56.93103448275862,F,Sugars,K,51,"In the 'Sugars' column, find the  with a value equal to '51' ",Wonderful Chex,17
3,DS6_cereal_zebra2.png,22,6,cereal,zebra,2,Sort,Score,H,70,"In the 'Score' column, count how many cells exceed the value of '70' ",5,H,Calories,C,0.9922747576934068,Determine which of the last 5 columns is most positively correalated with the first column named 'Calories' ,Protein,I,Protein,I,71 70 68,"In the 'Protein' column, give the row names of the cereals with the highest 3 values in descending order ",Smile Maker-Natural Bran-Fruity Pebbles,22 3 7,Fiber,G,,"In the 'Fiber' column, calculate a rough estimate of the average value",52.310344827586206,G,Score,H,32,"In the 'Score' column, find the  with a value equal to '32' ",Wheat Cream,19
3,DS7_cereal_zebra3.png,23,7,cereal,zebra,3,Sort,Carbo,J,45,"In the 'Carbo' column, count how many cells exceed the value of '45' ",6,J,Iron,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Iron' ,Carbo,J,Carbo,J,60 56 53,"In the 'Carbo' column, give the row names of the cereals with the highest 3 values in descending order ",Cinnamon Toast-Cap Crunch-Mini Wheats,7 23 18,Sugars,D,,"In the 'Sugars' column, calculate a rough estimate of the average value",35.62068965517241,D,Protein,I,83,"In the 'Protein' column, find the  with a value equal to '83' ",Lucky Charms,17
3,DS8_cereal_zebra4.png,24,8,cereal,zebra,4,Sort,Sodium,K,60,"In the 'Sodium' column, count how many cells exceed the value of '60' ",7,K,Vitamins,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Vitamins' ,Potassium,L,Sodium,K,75 73 71,"In the 'Sodium' column, give the row names of the cereals with the highest 3 values in descending order ",Wonderful Chex-Bran Chex-Raisin Bran,16 10 19,Score,E,,"In the 'Score' column, calculate a rough estimate of the average value",52.310344827586206,E,Sodium,K,26,"In the 'Sodium' column, find the  with a value equal to '26' ",Wheat Cream,20
3,DS9_candy_bar1.png,57,9,candy,bar,1,Sort,Rating,K,66,"In the 'Rating' column, count how many cells exceed the value of '66' ",5,K,Hard,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Hard' ,Chocolate,L,Caramel,H,98 84 80,"In the 'Caramel' column, give the row names of the candys with the highest 3 values in descending order ",Lemon Head-Junior Mints-Gob Stopper,30 9 11,Chocolate,G,,"In the 'Chocolate' column, calculate a rough estimate of the average value",37.86206896551724,G,Pluribus,J,32,"In the 'Pluribus' column, find the  with a value equal to '32' ",Pixie Sticks,19
3,DS10_candy_bar2.png,58,10,candy,bar,2,Sort,Caramel,J,38,"In the 'Caramel' column, count how many cells exceed the value of '38' ",8,J,SugarPercent,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'SugarPercent' ,Rating,J,Price,K,75 73 71,"In the 'Price' column, give the row names of the candys with the highest 3 values in descending order ",Now Later-Milk Duds-Crunch Time,31 8 26,Nougat,D,,"In the 'Nougat' column, calculate a rough estimate of the average value",35.62068965517241,D,Price,K,68,"In the 'Price' column, find the  with a value equal to '68' ",Hersheys Kisses,17
3,DS11_candy_bar3.png,59,11,candy,bar,3,Sort,SugarPercent,G,50,"In the 'SugarPercent' column, count how many cells exceed the value of '50' ",7,G,Rating,C,0.9994148327618344,Determine which of the last 5 columns is most positively correalated with the first column named 'Rating' ,Chocolate,K,Rating,L,75 73 71,"In the 'Rating' column, give the row names of the candys with the highest 3 values in descending order ",Milk Duds-Air Heads-Caramel Apple,27 12 28,Fruity,F,,"In the 'Fruity' column, calculate a rough estimate of the average value",50.241379310344826,F,Rating,L,26,"In the 'Rating' column, find the  with a value equal to '26' ",Fruit Chews,11
3,DS12_candy_bar4.png,60,12,candy,bar,4,Sort,Bar,I,57,"In the 'Bar' column, count how many cells exceed the value of '57' ",6,I,Hard,C,0.992274757693407,Determine which of the last 5 columns is most positively correalated with the first column named 'Hard' ,Nougat,I,Almond,J,98 97 95,"In the 'Almond' column, give the row names of the candys with the highest 3 values in descending order ",Reese Pieces-Cheese Bears-Berry Chews,30 19 16,SugarPercent,G,,"In the 'SugarPercent' column, calculate a rough estimate of the average value",37.86206896551724,G,Rating,K,15,"In the 'Rating' column, find the  with a value equal to '15' ",Quarter World,15
3,DS13_movie_plain1.png,45,13,movie,plain,1,Sort,Hulu,H,70,"In the 'Hulu' column, count how many cells exceed the value of '70' ",5,H,Naver,C,0.9922747576934072,Determine which of the last 5 columns is most positively correalated with the first column named 'Naver' ,Roger Ebert,I,PluggedIn,I,71 70 68,"In the 'PluggedIn' column, give the row names of the movies with the highest 3 values in descending order ",About Elly-Black White-Divergent Series,21 16 17,Fandango,E,,"In the 'Fandango' column, calculate a rough estimate of the average value",52.310344827586206,E,RottenTomatoes,J,67,"In the 'RottenTomatoes' column, find the  with a value equal to '67' ",Welcome Home,20
3,DS14_movie_plain2.png,46,14,movie,plain,2,Sort,MrQE,I,76,"In the 'MrQE' column, count how many cells exceed the value of '76' ",8,I,MrQE,C,0.9994148327618346,Determine which of the last 5 columns is most positively correalated with the first column named 'MrQE' ,Netflix,L,Metacritic,K,75 73 71,"In the 'Metacritic' column, give the row names of the movies with the highest 3 values in descending order ",Irrational Man -Teenage Girl -Mapping Stars,5 21 20,Roger Ebert,G,,"In the 'Roger Ebert' column, calculate a rough estimate of the average value",37.86206896551724,G,MrQE,I,79,"In the 'MrQE' column, find the  with a value equal to '79' ",Tomorrow land,18
