Table PNG,Table Rendering,Dataset Number,Topic,Condition,Repetition,Header, Column,Par 1,Par 2, Prompt , Answer, Answer Column / Row, Header, Column.1,Par 1.1,Par 2.1,T2 Prompt , Answer.1, Answer Column / Row.1,Header.1, Column.2,Par 1.2,Par 2.2, Prompt .1,Highest Value,T3 Highest Row Index,T3 Answer1 ,Second Highest Value,T3 Second Row Index,T3 Answer2,Third Highest Value,T3 Third Row Index,T3 Answer3,Expected Answer, Answer Column / Row.2, Header.1, Column.3,Par 1.3,Par 2.3,T4 Prompt ,T4 Answer, Answer Column / Row.3, Header.2, Column.4,Par1,Par2,T5 Prompt,T5 Answer,T5 Row Index,task id,Task
DS11_candy_bar3.png,59,11,candy,bar,3,SugarPercent,G,50,0,"In the 'SugarPercent' column, count how many cells exceed the value of '50' ",7,G,Rating,C,0.9228939980431892,,Determine which of the last 5 columns is most positively correalated with the first column named 'Rating' ,Chocolate,K,Rating,L,75 73 71,,"In the 'Rating' column, give the row names of the candys with the highest 3 values in descending order ",75,27,Milk Duds,73,12,Air Heads,71,28,Caramel Apple,Milk Duds-Air Heads-Caramel Apple,27 12 28,Fruity,F,,,"In the 'Fruity' column, calculate a rough estimate of the average value",50.241379310344826,F,Rating,L,26,1,"In the 'Rating' column, find the candy with a value equal to '26' ",Fruit Chews,11,1,Filter
DS12_candy_bar4.png,60,12,candy,bar,4,Bar,I,57,0,"In the 'Bar' column, count how many cells exceed the value of '57' ",6,I,Hard,C,0.9508786303434444,,Determine which of the last 5 columns is most positively correalated with the first column named 'Hard' ,Nougat,I,Almond,J,98 97 95,,"In the 'Almond' column, give the row names of the candys with the highest 3 values in descending order ",98,30,Reese Pieces,97,19,Cheese Bears,95,16,Berry Chews,Reese Pieces-Cheese Bears-Berry Chews,30 19 16,SugarPercent,G,,,"In the 'SugarPercent' column, calculate a rough estimate of the average value",37.86206896551724,G,Rating,K,15,1,"In the 'Rating' column, find the candy with a value equal to '15' ",Quarter World,15,1,Filter
DS13_movie_zebra1.png,29,13,movie,zebra,1,Fandango,H,70,0,"In the 'Fandango' column, count how many cells exceed the value of '70' ",5,H,Naver,C,0.9697062062812496,,Determine which of the last 5 columns is most positively correalated with the first column named 'Naver' ,Roger Ebert,I,Roger Ebert,I,71 70 68,,"In the 'Roger Ebert' column, give the row names of the movies with the highest 3 values in descending order ",71,21,End Tour,70,16,Black White,68,17,My Dreams,End Tour-Black White-My Dreams,21 16 17,MrQE,E,,,"In the 'MrQE' column, calculate a rough estimate of the average value",52.310344827586206,E,Film Comment,J,67,1,"In the 'Film Comment' column, find the movie with a value equal to '67' ",Black Sea,20,1,Filter
DS14_movie_zebra2.png,30,14,movie,zebra,2,PluggedIn,I,76,0,"In the 'PluggedIn' column, count how many cells exceed the value of '76' ",8,I,MrQE,C,0.932265725644314,,Determine which of the last 5 columns is most positively correalated with the first column named 'MrQE' ,Netflix,L,Fandango,K,75 73 71,,"In the 'Fandango' column, give the row names of the movies with the highest 3 values in descending order ",75,5,Black Sea,73,21,Water Diviner,71,20,Hunting Ground,Black Sea-Water Diviner-Hunting Ground,5 21 20,IMDB,G,,,"In the 'IMDB' column, calculate a rough estimate of the average value",37.86206896551724,G,PluggedIn,I,79,1,"In the 'PluggedIn' column, find the movie with a value equal to '79' ",Hot Pursuit,18,1,Filter
DS15_movie_zebra3.png,31,15,movie,zebra,3,Hulu,J,54,0,"In the 'Hulu' column, count how many cells exceed the value of '54' ",7,J,RottenTomatoes,C,0.9167989111790532,,Determine which of the last 5 columns is most positively correalated with the first column named 'RottenTomatoes' ,Netflix,K,RottenTomatoes,H,98 84 80,,"In the 'RottenTomatoes' column, give the row names of the movies with the highest 3 values in descending order ",98,10,Crazy Adventure,84,9,Fantastic Four,80,20,Black Sea,Crazy Adventure-Fantastic Four-Black Sea,10 9 20,Netflix,F,,,"In the 'Netflix' column, calculate a rough estimate of the average value",50.241379310344826,F,Naver,L,73,1,"In the 'Naver' column, find the movie with a value equal to '73' ",South Paw,19,1,Filter
DS16_movie_zebra4.png,32,16,movie,zebra,4,Metacritic,G,57,0,"In the 'Metacritic' column, count how many cells exceed the value of '57' ",6,G,IMDB,C,0.9728327679668906,,Determine which of the last 5 columns is most positively correalated with the first column named 'IMDB' ,Fandango,J,Naver,J,71 70 68,,"In the 'Naver' column, give the row names of the movies with the highest 3 values in descending order ",71,18,Wild Tales,70,6,Teenage Girl ,68,10,My Dreams,Wild Tales-Teenage Girl -My Dreams,18 6 10,Roger Ebert,E,,,"In the 'Roger Ebert' column, calculate a rough estimate of the average value",52.310344827586206,E,Film Comment,K,31,1,"In the 'Film Comment' column, find the movie with a value equal to '31' ",Fantastic Four,17,1,Filter
DS1_anime_color1.png,1,1,anime,color,1,Watching,J,80,0,"In the 'Watching' column, count how many cells exceed the value of '80' ",7,J,Episodes,C,0.9092102829133202,,Determine which of the last 5 columns is most positively correalated with the first column named 'Episodes' ,Completed,I,Dropped,L,60 56 53,,"In the 'Dropped' column, give the row names of the animes with the highest 3 values in descending order ",60,13,Fafnar Weapon,56,18,Connect Angel,53,27,Dragon Ball,Fafnar Weapon-Connect Angel-Dragon Ball,13 18 27,Score,D,,,"In the 'Score' column, calculate a rough estimate of the average value",28.89655172413793,D,Members,G,15,1,"In the 'Members' column, find the anime with a value equal to '15' ",Metal Panic,16,2,Correlation
DS2_anime_color2.png,2,2,anime,color,2,Popularity,I,70,0,"In the 'Popularity' column, count how many cells exceed the value of '70' ",6,I,Plan to Watch,C,0.94286333401893,,Determine which of the last 5 columns is most positively correalated with the first column named 'Plan to Watch' ,Favorites,L,Popularity,I,88 86 83,,"In the 'Popularity' column, give the row names of the animes with the highest 3 values in descending order ",88,5,Different Life,86,18,Connect Angel,83,6,Assassian World,Different Life-Connect Angel-Assassian World,5 18 6,Episodes,F,,,"In the 'Episodes' column, calculate a rough estimate of the average value",66.90214352283319,F,Ranked,H,26,1,"In the 'Ranked' column, find the anime with a value equal to '26' ",Monster Hunter,20,2,Correlation
DS3_anime_color3.png,3,3,anime,color,3,Watching,G,88,0,"In the 'Watching' column, count how many cells exceed the value of '88' ",5,G,Completed,C,0.9730627334501696,,Determine which of the last 5 columns is most positively correalated with the first column named 'Completed' ,Episodes,K,On-Hold,J,75 73 71,,"In the 'On-Hold' column, give the row names of the animes with the highest 3 values in descending order ",75,5,Dragon Ball,73,10,Different Life,71,11,Connect Angel,Dragon Ball-Different Life-Connect Angel,5 10 11,Members,E,,,"In the 'Members' column, calculate a rough estimate of the average value",37.86206896551724,E,Dropped,I,17,1,"In the 'Dropped' column, find the anime with a value equal to '17' ",Magical Warfare,16,2,Correlation
DS4_anime_color4.png,4,4,anime,color,4,Members,K,43,0,"In the 'Members' column, count how many cells exceed the value of '43' ",8,K,Score,C,0.9544895140214856,,Determine which of the last 5 columns is most positively correalated with the first column named 'Score' ,Dropped,J,Members,K,74 73 70,,"In the 'Members' column, give the row names of the animes with the highest 3 values in descending order ",74,6,Different Life,73,24,Fafnar Weapon,70,22,Travel World,Different Life-Fafnar Weapon-Travel World,6 24 22,Favorites,G,,,"In the 'Favorites' column, calculate a rough estimate of the average value",47.6551724137931,G,Dropped,J,12,1,"In the 'Dropped' column, find the anime with a value equal to '12' ",Metal Panic,18,2,Correlation
DS5_cereal_plain1.png,37,5,cereal,plain,1,Potassium,I,57,0,"In the 'Potassium' column, count how many cells exceed the value of '57' ",8,I,Potassium,C,0.9184836043043162,,Determine which of the last 5 columns is most positively correalated with the first column named 'Potassium' ,Sugars,K,Carbo,H,88 86 83,,"In the 'Carbo' column, give the row names of the cereals with the highest 3 values in descending order ",88,5,Oatmeal Crisp,86,19,Wheat Cream,83,20,Grape Flakes,Oatmeal Crisp-Wheat Cream-Grape Flakes,5 19 20,Sugars,F,,,"In the 'Sugars' column, calculate a rough estimate of the average value",56.93103448275862,F,Sodium,K,51,1,"In the 'Sodium' column, find the cereal with a value equal to '51' ",Bran Chex,17,2,Correlation
DS6_cereal_plain2.png,38,6,cereal,plain,2,Carbo,H,70,0,"In the 'Carbo' column, count how many cells exceed the value of '70' ",5,H,Calories,C,0.9504827024693988,,Determine which of the last 5 columns is most positively correalated with the first column named 'Calories' ,Protein,I,Potassium,I,71 70 68,,"In the 'Potassium' column, give the row names of the cereals with the highest 3 values in descending order ",71,22,Corn Favorite,70,3,Frosted Flakes,68,7,Natural Bran,Corn Favorite-Frosted Flakes-Natural Bran,22 3 7,Score,E,,,"In the 'Score' column, calculate a rough estimate of the average value",42.10344827586207,E,Carbo,H,32,1,"In the 'Carbo' column, find the cereal with a value equal to '32' ",Double Chex,19,2,Correlation
DS7_cereal_plain3.png,39,7,cereal,plain,3,Score,J,45,0,"In the 'Score' column, count how many cells exceed the value of '45' ",6,J,Iron,C,0.91594870582426,,Determine which of the last 5 columns is most positively correalated with the first column named 'Iron' ,Carbo,J,Score,J,60 56 53,,"In the 'Score' column, give the row names of the cereals with the highest 3 values in descending order ",60,7,Count Chocula,56,23,Wonderful Chex,53,18,Almond Delight,Count Chocula-Wonderful Chex-Almond Delight,7 23 18,Vitamins,D,,,"In the 'Vitamins' column, calculate a rough estimate of the average value",35.62068965517241,D,Protein,I,83,1,"In the 'Protein' column, find the cereal with a value equal to '83' ",Smile Maker,17,2,Correlation
DS8_cereal_plain4.png,40,8,cereal,plain,4,Vitamins,K,60,0,"In the 'Vitamins' column, count how many cells exceed the value of '60' ",7,K,Vitamins,C,0.9094184192004277,,Determine which of the last 5 columns is most positively correalated with the first column named 'Vitamins' ,Potassium,L,Vitamins,K,75 73 71,,"In the 'Vitamins' column, give the row names of the cereals with the highest 3 values in descending order ",75,16,Froot Loops,73,10,Count Chocula,71,19,Bran Chex,Froot Loops-Count Chocula-Bran Chex,16 10 19,Potassium,E,,,"In the 'Potassium' column, calculate a rough estimate of the average value",52.310344827586206,E,Vitamins,K,26,1,"In the 'Vitamins' column, find the cereal with a value equal to '26' ",Frosted Flakes,20,2,Correlation
DS9_candy_bar1.png,57,9,candy,bar,1,Rating,K,66,0,"In the 'Rating' column, count how many cells exceed the value of '66' ",5,K,Hard,C,0.952484021784787,,Determine which of the last 5 columns is most positively correalated with the first column named 'Hard' ,Chocolate,L,Caramel,H,98 84 80,,"In the 'Caramel' column, give the row names of the candys with the highest 3 values in descending order ",98,30,Lemon Head,84,9,Junior Mints,80,11,Gob Stopper,Lemon Head-Junior Mints-Gob Stopper,30 9 11,Chocolate,G,,,"In the 'Chocolate' column, calculate a rough estimate of the average value",37.86206896551724,G,Pluribus,J,32,1,"In the 'Pluribus' column, find the candy with a value equal to '32' ",Pixie Sticks,19,2,Correlation
DS10_candy_bar2.png,58,10,candy,bar,2,Caramel,J,38,0,"In the 'Caramel' column, count how many cells exceed the value of '38' ",8,J,SugarPercent,C,0.9102243079467232,,Determine which of the last 5 columns is most positively correalated with the first column named 'SugarPercent' ,Rating,J,Price,K,75 73 71,,"In the 'Price' column, give the row names of the candys with the highest 3 values in descending order ",75,31,Now Later,73,8,Milk Duds,71,26,Crunch Time,Now Later-Milk Duds-Crunch Time,31 8 26,Nougat,D,,,"In the 'Nougat' column, calculate a rough estimate of the average value",35.62068965517241,D,Price,K,68,1,"In the 'Price' column, find the candy with a value equal to '68' ",Hersheys Kisses,17,2,Correlation
DS11_candy_bar3.png,59,11,candy,bar,3,SugarPercent,G,50,0,"In the 'SugarPercent' column, count how many cells exceed the value of '50' ",7,G,Rating,C,0.9228939980431892,,Determine which of the last 5 columns is most positively correalated with the first column named 'Rating' ,Chocolate,K,Rating,L,75 73 71,,"In the 'Rating' column, give the row names of the candys with the highest 3 values in descending order ",75,27,Milk Duds,73,12,Air Heads,71,28,Caramel Apple,Milk Duds-Air Heads-Caramel Apple,27 12 28,Fruity,F,,,"In the 'Fruity' column, calculate a rough estimate of the average value",50.241379310344826,F,Rating,L,26,1,"In the 'Rating' column, find the candy with a value equal to '26' ",Fruit Chews,11,2,Correlation
DS12_candy_bar4.png,60,12,candy,bar,4,Bar,I,57,0,"In the 'Bar' column, count how many cells exceed the value of '57' ",6,I,Hard,C,0.9508786303434444,,Determine which of the last 5 columns is most positively correalated with the first column named 'Hard' ,Nougat,I,Almond,J,98 97 95,,"In the 'Almond' column, give the row names of the candys with the highest 3 values in descending order ",98,30,Reese Pieces,97,19,Cheese Bears,95,16,Berry Chews,Reese Pieces-Cheese Bears-Berry Chews,30 19 16,SugarPercent,G,,,"In the 'SugarPercent' column, calculate a rough estimate of the average value",37.86206896551724,G,Rating,K,15,1,"In the 'Rating' column, find the candy with a value equal to '15' ",Quarter World,15,2,Correlation
DS13_movie_zebra1.png,29,13,movie,zebra,1,Fandango,H,70,0,"In the 'Fandango' column, count how many cells exceed the value of '70' ",5,H,Naver,C,0.9697062062812496,,Determine which of the last 5 columns is most positively correalated with the first column named 'Naver' ,Roger Ebert,I,Roger Ebert,I,71 70 68,,"In the 'Roger Ebert' column, give the row names of the movies with the highest 3 values in descending order ",71,21,End Tour,70,16,Black White,68,17,My Dreams,End Tour-Black White-My Dreams,21 16 17,MrQE,E,,,"In the 'MrQE' column, calculate a rough estimate of the average value",52.310344827586206,E,Film Comment,J,67,1,"In the 'Film Comment' column, find the movie with a value equal to '67' ",Black Sea,20,2,Correlation
DS14_movie_zebra2.png,30,14,movie,zebra,2,PluggedIn,I,76,0,"In the 'PluggedIn' column, count how many cells exceed the value of '76' ",8,I,MrQE,C,0.932265725644314,,Determine which of the last 5 columns is most positively correalated with the first column named 'MrQE' ,Netflix,L,Fandango,K,75 73 71,,"In the 'Fandango' column, give the row names of the movies with the highest 3 values in descending order ",75,5,Black Sea,73,21,Water Diviner,71,20,Hunting Ground,Black Sea-Water Diviner-Hunting Ground,5 21 20,IMDB,G,,,"In the 'IMDB' column, calculate a rough estimate of the average value",37.86206896551724,G,PluggedIn,I,79,1,"In the 'PluggedIn' column, find the movie with a value equal to '79' ",Hot Pursuit,18,2,Correlation
DS15_movie_zebra3.png,31,15,movie,zebra,3,Hulu,J,54,0,"In the 'Hulu' column, count how many cells exceed the value of '54' ",7,J,RottenTomatoes,C,0.9167989111790532,,Determine which of the last 5 columns is most positively correalated with the first column named 'RottenTomatoes' ,Netflix,K,RottenTomatoes,H,98 84 80,,"In the 'RottenTomatoes' column, give the row names of the movies with the highest 3 values in descending order ",98,10,Crazy Adventure,84,9,Fantastic Four,80,20,Black Sea,Crazy Adventure-Fantastic Four-Black Sea,10 9 20,Netflix,F,,,"In the 'Netflix' column, calculate a rough estimate of the average value",50.241379310344826,F,Naver,L,73,1,"In the 'Naver' column, find the movie with a value equal to '73' ",South Paw,19,2,Correlation
DS16_movie_zebra4.png,32,16,movie,zebra,4,Metacritic,G,57,0,"In the 'Metacritic' column, count how many cells exceed the value of '57' ",6,G,IMDB,C,0.9728327679668906,,Determine which of the last 5 columns is most positively correalated with the first column named 'IMDB' ,Fandango,J,Naver,J,71 70 68,,"In the 'Naver' column, give the row names of the movies with the highest 3 values in descending order ",71,18,Wild Tales,70,6,Teenage Girl ,68,10,My Dreams,Wild Tales-Teenage Girl -My Dreams,18 6 10,Roger Ebert,E,,,"In the 'Roger Ebert' column, calculate a rough estimate of the average value",52.310344827586206,E,Film Comment,K,31,1,"In the 'Film Comment' column, find the movie with a value equal to '31' ",Fantastic Four,17,2,Correlation
DS1_anime_color1.png,1,1,anime,color,1,Watching,J,80,0,"In the 'Watching' column, count how many cells exceed the value of '80' ",7,J,Episodes,C,0.9092102829133202,,Determine which of the last 5 columns is most positively correalated with the first column named 'Episodes' ,Completed,I,Dropped,L,60 56 53,,"In the 'Dropped' column, give the row names of the animes with the highest 3 values in descending order ",60,13,Fafnar Weapon,56,18,Connect Angel,53,27,Dragon Ball,Fafnar Weapon-Connect Angel-Dragon Ball,13 18 27,Score,D,,,"In the 'Score' column, calculate a rough estimate of the average value",28.89655172413793,D,Members,G,15,1,"In the 'Members' column, find the anime with a value equal to '15' ",Metal Panic,16,3,Sort
DS2_anime_color2.png,2,2,anime,color,2,Popularity,I,70,0,"In the 'Popularity' column, count how many cells exceed the value of '70' ",6,I,Plan to Watch,C,0.94286333401893,,Determine which of the last 5 columns is most positively correalated with the first column named 'Plan to Watch' ,Favorites,L,Popularity,I,88 86 83,,"In the 'Popularity' column, give the row names of the animes with the highest 3 values in descending order ",88,5,Different Life,86,18,Connect Angel,83,6,Assassian World,Different Life-Connect Angel-Assassian World,5 18 6,Episodes,F,,,"In the 'Episodes' column, calculate a rough estimate of the average value",66.90214352283319,F,Ranked,H,26,1,"In the 'Ranked' column, find the anime with a value equal to '26' ",Monster Hunter,20,3,Sort
DS3_anime_color3.png,3,3,anime,color,3,Watching,G,88,0,"In the 'Watching' column, count how many cells exceed the value of '88' ",5,G,Completed,C,0.9730627334501696,,Determine which of the last 5 columns is most positively correalated with the first column named 'Completed' ,Episodes,K,On-Hold,J,75 73 71,,"In the 'On-Hold' column, give the row names of the animes with the highest 3 values in descending order ",75,5,Dragon Ball,73,10,Different Life,71,11,Connect Angel,Dragon Ball-Different Life-Connect Angel,5 10 11,Members,E,,,"In the 'Members' column, calculate a rough estimate of the average value",37.86206896551724,E,Dropped,I,17,1,"In the 'Dropped' column, find the anime with a value equal to '17' ",Magical Warfare,16,3,Sort
DS4_anime_color4.png,4,4,anime,color,4,Members,K,43,0,"In the 'Members' column, count how many cells exceed the value of '43' ",8,K,Score,C,0.9544895140214856,,Determine which of the last 5 columns is most positively correalated with the first column named 'Score' ,Dropped,J,Members,K,74 73 70,,"In the 'Members' column, give the row names of the animes with the highest 3 values in descending order ",74,6,Different Life,73,24,Fafnar Weapon,70,22,Travel World,Different Life-Fafnar Weapon-Travel World,6 24 22,Favorites,G,,,"In the 'Favorites' column, calculate a rough estimate of the average value",47.6551724137931,G,Dropped,J,12,1,"In the 'Dropped' column, find the anime with a value equal to '12' ",Metal Panic,18,3,Sort
DS5_cereal_plain1.png,37,5,cereal,plain,1,Potassium,I,57,0,"In the 'Potassium' column, count how many cells exceed the value of '57' ",8,I,Potassium,C,0.9184836043043162,,Determine which of the last 5 columns is most positively correalated with the first column named 'Potassium' ,Sugars,K,Carbo,H,88 86 83,,"In the 'Carbo' column, give the row names of the cereals with the highest 3 values in descending order ",88,5,Oatmeal Crisp,86,19,Wheat Cream,83,20,Grape Flakes,Oatmeal Crisp-Wheat Cream-Grape Flakes,5 19 20,Sugars,F,,,"In the 'Sugars' column, calculate a rough estimate of the average value",56.93103448275862,F,Sodium,K,51,1,"In the 'Sodium' column, find the cereal with a value equal to '51' ",Bran Chex,17,3,Sort
DS6_cereal_plain2.png,38,6,cereal,plain,2,Carbo,H,70,0,"In the 'Carbo' column, count how many cells exceed the value of '70' ",5,H,Calories,C,0.9504827024693988,,Determine which of the last 5 columns is most positively correalated with the first column named 'Calories' ,Protein,I,Potassium,I,71 70 68,,"In the 'Potassium' column, give the row names of the cereals with the highest 3 values in descending order ",71,22,Corn Favorite,70,3,Frosted Flakes,68,7,Natural Bran,Corn Favorite-Frosted Flakes-Natural Bran,22 3 7,Score,E,,,"In the 'Score' column, calculate a rough estimate of the average value",42.10344827586207,E,Carbo,H,32,1,"In the 'Carbo' column, find the cereal with a value equal to '32' ",Double Chex,19,3,Sort
DS7_cereal_plain3.png,39,7,cereal,plain,3,Score,J,45,0,"In the 'Score' column, count how many cells exceed the value of '45' ",6,J,Iron,C,0.91594870582426,,Determine which of the last 5 columns is most positively correalated with the first column named 'Iron' ,Carbo,J,Score,J,60 56 53,,"In the 'Score' column, give the row names of the cereals with the highest 3 values in descending order ",60,7,Count Chocula,56,23,Wonderful Chex,53,18,Almond Delight,Count Chocula-Wonderful Chex-Almond Delight,7 23 18,Vitamins,D,,,"In the 'Vitamins' column, calculate a rough estimate of the average value",35.62068965517241,D,Protein,I,83,1,"In the 'Protein' column, find the cereal with a value equal to '83' ",Smile Maker,17,3,Sort
DS8_cereal_plain4.png,40,8,cereal,plain,4,Vitamins,K,60,0,"In the 'Vitamins' column, count how many cells exceed the value of '60' ",7,K,Vitamins,C,0.9094184192004277,,Determine which of the last 5 columns is most positively correalated with the first column named 'Vitamins' ,Potassium,L,Vitamins,K,75 73 71,,"In the 'Vitamins' column, give the row names of the cereals with the highest 3 values in descending order ",75,16,Froot Loops,73,10,Count Chocula,71,19,Bran Chex,Froot Loops-Count Chocula-Bran Chex,16 10 19,Potassium,E,,,"In the 'Potassium' column, calculate a rough estimate of the average value",52.310344827586206,E,Vitamins,K,26,1,"In the 'Vitamins' column, find the cereal with a value equal to '26' ",Frosted Flakes,20,3,Sort
